file,source,entity,comment_old,comment_new
dm_atm_rtg_criterion-FMS.RNKFACTOR.yaml,FMS,Rating Criterion,Lookup pair: Rating Criterion.Rating Criterion Code. Pair with Parent Rating Criterion Id.,Lookup pair: Rating Criterion.Rating Criterion Code. Pair with Parent Rating Criterion Id. Classification: Source System Code = 'FMS_RNKFACTOR'.
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,FK target: Member Periodic Report.Member Periodic Report Id.,"FK target: Member Periodic Report.Member Periodic Report Id. Classification: [""Source System Code = 'FMS_RPTMEMBER'"", ""Source System Code = 'SCMS_BC_THANH_VIEN'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,Lookup pair: Member Periodic Report.Member Periodic Report Code. Pair with Member Periodic Report Id.,"Lookup pair: Member Periodic Report.Member Periodic Report Code. Pair with Member Periodic Report Id. Classification: [""Source System Code = 'FMS_RPTMEMBER'"", ""Source System Code = 'SCMS_BC_THANH_VIEN'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,FK target: Investment Fund.Investment Fund Id.,FK target: Investment Fund.Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id.,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,FK target: Custodian Bank.Custodian Bank Id.,"FK target: Custodian Bank.Custodian Bank Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Custodian Bank Id.,"Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Custodian Bank Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id.,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Foreign Fund Management Organization Unit Id.,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,FK target: Reporting Period.Reporting Period Id.,"FK target: Reporting Period.Reporting Period Id. Classification: [""Source System Code = 'FIMS_RPTPERIOD'"", ""Source System Code = 'FMS_RPTPERIOD'""]."
dm_atm_rpt_impr_val-FMS.RPTVALUES.yaml,FMS,Report Import Value,Lookup pair: Reporting Period.Reporting Period Code. Pair with Reporting Period Id.,"Lookup pair: Reporting Period.Reporting Period Code. Pair with Reporting Period Id. Classification: [""Source System Code = 'FIMS_RPTPERIOD'"", ""Source System Code = 'FMS_RPTPERIOD'""]."
dm_atm_cstd_bnk-FMS.BANKMONI.yaml,FMS,Custodian Bank,FK target: Geographic Area.Geographic Area Id. ID quốc gia lấy từ bảng NATIONAL.,"FK target: Geographic Area.Geographic Area Id. ID quốc gia lấy từ bảng NATIONAL. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_cstd_bnk-FMS.BANKMONI.yaml,FMS,Custodian Bank,Lookup pair: Geographic Area.Geographic Area Code. Pair with Country of Registration Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Country of Registration Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_dscr_ivsm_ivsr-FMS.INVES.yaml,FMS,Discretionary Investment Investor,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_dscr_ivsm_ivsr-FMS.INVES.yaml,FMS,Discretionary Investment Investor,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_fnd_dstr_agnt_ou-FMS.AGENCIESBRA.yaml,FMS,Fund Distribution Agent Organization Unit,FK target: Fund Distribution Agent.Fund Distribution Agent Id.,FK target: Fund Distribution Agent.Fund Distribution Agent Id. Classification: Source System Code = 'FMS_AGENCIES'.
dm_atm_fnd_dstr_agnt_ou-FMS.AGENCIESBRA.yaml,FMS,Fund Distribution Agent Organization Unit,Lookup pair: Fund Distribution Agent.Fund Distribution Agent Code. Pair with Fund Distribution Agent Id.,Lookup pair: Fund Distribution Agent.Fund Distribution Agent Code. Pair with Fund Distribution Agent Id. Classification: Source System Code = 'FMS_AGENCIES'.
dm_atm_fnd_mgt_co-FMS.SECURITIES.yaml,FMS,Fund Management Company,FK target: Geographic Area.Geographic Area Id. ID quốc gia lấy từ bảng NATIONAL.,"FK target: Geographic Area.Geographic Area Id. ID quốc gia lấy từ bảng NATIONAL. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_fnd_mgt_co-FMS.SECURITIES.yaml,FMS,Fund Management Company,Lookup pair: Geographic Area.Geographic Area Code. Pair with Country of Registration Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Country of Registration Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_fnd_mgt_co_key_psn-FMS.TLProfiles.yaml,FMS,Fund Management Company Key Person,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_fnd_mgt_co_key_psn-FMS.TLProfiles.yaml,FMS,Fund Management Company Key Person,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id. BrIdowner là Id nguồn — ETL cần resolve sang surrogate.,"FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id. BrIdowner là Id nguồn — ETL cần resolve sang surrogate. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Parent Organization Unit Id.,"Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Parent Organization Unit Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id.,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Legal Representative Id.,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Legal Representative Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,FK target: Geographic Area.Geographic Area Id. Quốc gia công ty mẹ lấy từ bảng NATIONAL.,"FK target: Geographic Area.Geographic Area Id. Quốc gia công ty mẹ lấy từ bảng NATIONAL. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_fnd_mgt_co_ou-FMS.BRANCHES.yaml,FMS,Fund Management Company Organization Unit,Lookup pair: Geographic Area.Geographic Area Code. Pair with Country of Registration Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Country of Registration Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_frgn_fnd_mgt_ou_stff-FMS.STFFGBRCH.yaml,FMS,Foreign Fund Management Organization Unit Staff,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id.,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_frgn_fnd_mgt_ou_stff-FMS.STFFGBRCH.yaml,FMS,Foreign Fund Management Organization Unit Staff,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Foreign Fund Management Organization Unit Id.,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_frgn_fnd_mgt_ou_stff-FMS.STFFGBRCH.yaml,FMS,Foreign Fund Management Organization Unit Staff,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id.,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_frgn_fnd_mgt_ou_stff-FMS.STFFGBRCH.yaml,FMS,Foreign Fund Management Organization Unit Staff,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Fund Management Company Key Person Id.,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Fund Management Company Key Person Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_ip_alt_identn-FMS.BRANCHES.yaml,FMS,Involved Party Alternative Identification,FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id.,"FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_alt_identn-FMS.BRANCHES.yaml,FMS,Involved Party Alternative Identification,Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_alt_identn-FMS.FORBRCH.yaml,FMS,Involved Party Alternative Identification,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id.,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_alt_identn-FMS.FORBRCH.yaml,FMS,Involved Party Alternative Identification,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id.,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_alt_identn-FMS.FUNDS.yaml,FMS,Involved Party Alternative Identification,FK target: Investment Fund.Investment Fund Id.,FK target: Investment Fund.Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ip_alt_identn-FMS.FUNDS.yaml,FMS,Involved Party Alternative Identification,Lookup pair: Investment Fund.Investment Fund Code. Pair with Involved Party Id.,Lookup pair: Investment Fund.Investment Fund Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ip_alt_identn-FMS.INVES.yaml,FMS,Involved Party Alternative Identification,FK target: Discretionary Investment Investor.Discretionary Investment Investor Id.,FK target: Discretionary Investment Investor.Discretionary Investment Investor Id. Classification: Source System Code = 'FMS_INVES'.
