1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Ngày,,Dashboard,Chiều,TB,Mã CK,,X,X,,Done,,,,,,Tham số lọc lấy tại ngày,,,,,Done,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Ngày đáo hạn của các loại hợp đồng phái sinh,,Dashboard,Chỉ tiêu cơ sở,TB,Mã CK,MDDS,X,X,,Done,Thông tin thị trường,JAD_STOCKINFOR,maturityDate,FloorCode='03' (FDS) and StockType='FU' cho phái sinh,"SELECT
    s.symbol,
    s.MaturityDate      AS ngay_dao_han,
    s.FloorCode,
    s.StockType
FROM JAD_STOCKINFOR s
WHERE s.FloorCode IN ('03') 
  AND s.MaturityDate IS NOT NULL
  AND s.tradingdate = :ngay_gd;",Ngày đáo hạn,,,,,Lý do khác,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Giá tham chiếu,Giá tham chiếu,Dashboard,Chỉ tiêu cơ sở,TB,Mã CK,MDDS,X,X,,Done,Thông tin thị trường,JAD_STOCKINFOR,reference,,,,,,,,Done,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Giá đóng cửa,Giá đóng cửa,Dashboard,Chỉ tiêu cơ sở,TB,Mã CK,MDDS,X,X,,Done,Thông tin thị trường,JAD_STOCKINFOR,closePrice,,,,,,,,Done,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Thay đổi (+/-),Giá đóng cửa − Giá TC,Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,MDDS,X,X,,Done,Thông tin thị trường,JAD_STOCKINFOR,Change,,"SELECT
    s.symbol,
    s.tradingdate,
    s.change            AS thay_doi_gia,       -- closePrice - reference
    s.closePrice,
    s.reference
FROM JAD_STOCKINFOR s
WHERE s.tradingdate = :ngay_gd
",,,,,,Done,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,% thay đổi,(Giá đóng cứa − Giá TC) / Giá TC * 100,Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,MDDS,X,X,,Done,Thông tin thị trường,JAD_STOCKINFOR,(change / giá_tham_chiếu) × 100,,,,,,,,Done,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Tổng KL,Σ KLGD,Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,CSDLTT,X,X,,Done,Sổ lệnh,TRADE_BOOK_HOSE/ TRADE_BOOK_HNX,"(TRADE_BOOK_HOSE):
Execution - Volume: Khối lượng khớp lệnh
Trade_HNX:
Trade quantity: Khối lượng giao dịch","Market ID in (UPX,STX,STK)","-- HOSE
SELECT
    SUM(t.[Execution - Volume])     AS tong_kl_khop
FROM TRADE_BOOK_HOSE t
WHERE t.[Trade Date] = :ngay_gd
and Market ID in ('UPX','STX','STK')
 GROUP BY symbol
UNION ALL
-- HNX / UPCOM
SELECT
    SUM(t.[Trade quantity])         AS tong_kl_khop
FROM Trade_HNX t
WHERE t.[Trade date] = :ngay_gd
and Market ID in ('UPX','STX','STK')
 GROUP BY symbol
""","(TRADE_BOOK_HOSE):
Execution - Volume: Khối lượng khớp lệnh
Trade_HNX:
Trade quantity: Khối lượng giao dịch",,,,,Done,Dữ liệu tĩnh,P
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Tổng GT,Σ (Giá khớp * KLGD),Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,CSDLTT,X,X,,Done,Sổ lệnh,TRADE_BOOK_HOSE/ TRADE_BOOK_HNX,"(TRADE_BOOK_HOSE):
Execution - Value: Giá trị giao dịch
Trade_HNX:
Trade price * Trade quantity","Market ID in (UPX,STX,STK)","-- HOSE
SELECT
    SUM(t.[Execution - Value])      AS tong_gt_khop
FROM TRADE_BOOK_HOSE t
WHERE t.[Trade Date] = :ngay_gd
and Market ID in ('UPX','STX','STK')
GROUP BY symbol
UNION ALL
-- HNX / UPCOM
SELECT
    SUM(CAST(t.[Trade price] AS NUMERIC) * t.[Trade quantity])  AS tong_gt_khop
FROM Trade_HNX t
WHERE t.[Trade date] = :ngay_gd
and Market ID in ('UPX','STX','STK')
 GROUP BY symbol

""","(TRADE_BOOK_HOSE):
Execution - Value: Giá trị giao dịch
Trade_HNX:
Trade price * Trade quantity
",,,,,Done,Dữ liệu tĩnh,P
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Tổng KL theo loại phái sinh,Σ KLGD,Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,CSDLTT,X,X,,Done,Sổ lệnh,TRADE_BOOK_HOSE/ TRADE_BOOK_HNX,"(TRADE_BOOK_HOSE):
Execution - Volume: Khối lượng khớp lệnh
Trade_HNX:
Trade quantity: Khối lượng giao dịch",Market ID in (DVX),"WITH tmp AS (
  SELECT 
      DECODE(si.StockType, '4', 'HĐTL') || DECODE(SUBSTR(si.underlyingSymbol,1,2), 'GB', 'TPCP', si.underlyingSymbol) AS derivative_product,
      SUM(Trade quantity) qty
  FROM MSS.Trade_HNX t
  LEFT JOIN MDDS.JAD_STOCKINFOR si ON t.Issue Code = si.symbol
  WHERE t.Market ID = 'DVX'
    AND t.Trade date BETWEEN :from_date AND :to_date --Theo kỳ báo cáo
  GROUP BY DECODE(si.StockType, '4', 'HĐTL') || DECODE(SUBSTR(si.underlyingSymbol,1,2), 'GB', 'TPCP', si.underlyingSymbol)
)
SELECT derivative_product, qty FROM tmp --Từng Sản phẩm phái sinh
UNION ALL
SELECT 'Toàn thị trường', SUM(qty) qty FROM tmp --Tổng toàn thị trường
;","(TRADE_BOOK_HOSE):
Execution - Volume: Khối lượng khớp lệnh
Trade_HNX:
Trade quantity: Khối lượng giao dịch",,,,,Done,Dữ liệu tĩnh,PE
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Tổng GT theo loại phái sinh,Σ (Giá khớp * KLGD),Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,CSDLTT,X,X,,Done,Sổ lệnh,TRADE_BOOK_HOSE/ TRADE_BOOK_HNX,"(TRADE_BOOK_HOSE):
Execution - Value: Giá trị giao dịch
Trade_HNX:
Trade price * Trade quantity",Market ID in (DVX),"WITH tmp AS (
  SELECT 
      DECODE(si.StockType, '4', 'HĐTL') || DECODE(SUBSTR(si.underlyingSymbol,1,2), 'GB', 'TPCP', si.underlyingSymbol) AS derivative_product,
      SUM(CAST(t.[Trade price] AS NUMERIC) * t.[Trade quantity])) qty
  FROM MSS.Trade_HNX t
  LEFT JOIN MDDS.JAD_STOCKINFOR si ON t.Issue Code = si.symbol
  WHERE t.Market ID = 'DVX'
    AND t.Trade date BETWEEN :from_date AND :to_date --Theo kỳ báo cáo
  GROUP BY DECODE(si.StockType, '4', 'HĐTL') || DECODE(SUBSTR(si.underlyingSymbol,1,2), 'GB', 'TPCP', si.underlyingSymbol)
)
SELECT derivative_product, qty FROM tmp --Từng Sản phẩm phái sinh
UNION ALL
SELECT 'Toàn thị trường', SUM(qty) qty FROM tmp --Tổng toàn thị trường
;","(TRADE_BOOK_HOSE):
Execution - Value: Giá trị giao dịch
Trade_HNX:
Trade price * Trade quantity
",,,,,Done,Dữ liệu tĩnh,PE
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Tổng KL thỏa thuận,Σ KLGD,Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,CSDLTT,X,X,,Done,Sổ lệnh,TRADE_BOOK_HOSE/ TRADE_BOOK_HNX,"(TRADE_BOOK_HOSE):
Execution - Volume: Khối lượng khớp lệnh
Trade_HNX:
Trade quantity: Khối lượng giao dịch","- (TRADE_BOOK_HOSE):
Board Type IN ('T1','T2','T3','T4','T6')
- Trade_HNX:
Board ID IN ('T1','T2','T3','T4','T6')
Market ID in (UPX,STX,STO)",,,,,,,Done,Dữ liệu tĩnh,F
1,,Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu,Tổng GT thỏa thuận,Σ (Giá * KLGD),Dashboard,Chỉ tiêu phái sinh,TB,Mã CK,CSDLTT,X,X,,Done,Sổ lệnh,TRADE_BOOK_HOSE/ TRADE_BOOK_HNX,"(TRADE_BOOK_HOSE):
Execution - Value: Giá trị giao dịch
Trade_HNX:
Trade price * Trade quantity","- (TRADE_BOOK_HOSE):
Board Type IN ('T1','T2','T3','T4','T6')
- Trade_HNX:
Board ID IN ('T1','T2','T3','T4','T6')
Market ID in (UPX,STX,STO)",,,,,,,Done,Dữ liệu tĩnh,F
