kpi_id,tab,nhom,kpi_name,tinh_chat,source_module,mart_table,mart_column,column_role,logic,ghi_chu
K_GSDC_29,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 3 - Top CTDC theo chỉ tiêu phát hành,Xếp hạng tín nhiệm,Base,GSDC,Fact Public Company Issuance Score Snapshot,Xếp hạng tín nhiệm,MEASURE,fct_public_company_issuance_score_snpst.credit_rating_score_issuance,
K_GSDC_30,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 3 - Top CTDC theo chỉ tiêu phát hành,Dư nợ trái phiếu / Tổng VCSH,Base,GSDC,Fact Public Company Issuance Score Snapshot,Dư nợ trái phiếu / Tổng VCSH,MEASURE,fct_public_company_issuance_score_snpst.bond_debt_to_equity_score,
K_GSDC_31,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 3 - Top CTDC theo chỉ tiêu phát hành,Tổng điểm Phát hành,Base,GSDC,Fact Public Company Issuance Score Snapshot,Total Issuance Score,MEASURE,fct_public_company_issuance_score_snpst.total_issuance_score,
K_GSDC_7,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Mã doanh nghiệp,Base,GSDC,Public Company Dimension,Equity Ticker Symbol,SLICER,public_company_dim.equity_ticker_symbol,Reuse từ Nhóm 1
K_GSDC_8,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Tên doanh nghiệp,Base,GSDC,Public Company Dimension,Public Company Name,SLICER,public_company_dim.public_company_nm,Reuse từ Nhóm 1
K_GSDC_32,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Kiểm toán — Ý kiến kiểm toán,Base,GSDC,Fact Public Company Financial Score Snapshot,Kiểm toán — Ý kiến kiểm toán,MEASURE,fct_public_company_financial_score_snpst.audit_opinion_score,
K_GSDC_34,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Dòng tiền từ hoạt động kinh doanh,Base,GSDC,Fact Public Company Financial Score Snapshot,Dòng tiền từ hoạt động kinh doanh,MEASURE,fct_public_company_financial_score_snpst.operating_cash_flow_score,
K_GSDC_35,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Khả năng thanh toán hiện thời,Base,GSDC,Fact Public Company Financial Score Snapshot,Khả năng thanh toán hiện thời,MEASURE,fct_public_company_financial_score_snpst.current_ratio_score,
K_GSDC_36,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,EBIT / Lãi vay,Base,GSDC,Fact Public Company Financial Score Snapshot,EBIT / Lãi vay,MEASURE,fct_public_company_financial_score_snpst.ebit_interest_coverage_score,
K_GSDC_37,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Nợ / VCSH,Base,GSDC,Fact Public Company Financial Score Snapshot,Nợ / VCSH,MEASURE,fct_public_company_financial_score_snpst.debt_to_equity_score,
K_GSDC_38,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,VCSH,Base,GSDC,Fact Public Company Financial Score Snapshot,VCSH,MEASURE,fct_public_company_financial_score_snpst.equity_score,
K_GSDC_33,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,ROA,Base,GSDC,Fact Public Company Financial Score Snapshot,ROA,MEASURE,fct_public_company_financial_score_snpst.roa_score,
K_GSDC_39,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,ROE,Base,GSDC,Fact Public Company Financial Score Snapshot,ROE,MEASURE,fct_public_company_financial_score_snpst.roe_score,
K_GSDC_40,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Doanh thu từ HĐ tài chính / Lợi nhuận sau thuế,Base,GSDC,Fact Public Company Financial Score Snapshot,Doanh thu từ HĐ tài chính / Lợi nhuận sau thuế,MEASURE,fct_public_company_financial_score_snpst.financial_revenue_to_profit_score,
K_GSDC_41,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Doanh thu từ hoạt động khác / Lợi nhuận sau thuế,Base,GSDC,Fact Public Company Financial Score Snapshot,Doanh thu từ hoạt động khác / Lợi nhuận sau thuế,MEASURE,fct_public_company_financial_score_snpst.other_revenue_to_profit_score,
K_GSDC_42,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 4 - Top CTDC theo chỉ tiêu tài chính,Tổng điểm Tài chính,Base,GSDC,Fact Public Company Financial Score Snapshot,Total Financial Score,MEASURE,fct_public_company_financial_score_snpst.total_financial_score,
K_GSDC_7,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 5 - Top CTDC theo chỉ tiêu phi tài chính & M-Score,Mã doanh nghiệp,Base,GSDC,Public Company Dimension,Equity Ticker Symbol,SLICER,public_company_dim.equity_ticker_symbol,Reuse từ Nhóm 1
K_GSDC_8,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 5 - Top CTDC theo chỉ tiêu phi tài chính & M-Score,Tên doanh nghiệp,Base,GSDC,Public Company Dimension,Public Company Name,SLICER,public_company_dim.public_company_nm,Reuse từ Nhóm 1
K_GSDC_43,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 5 - Top CTDC theo chỉ tiêu phi tài chính & M-Score,Tình trạng DN từ Cục Đăng ký kinh doanh,Base,GSDC,Fact Public Company Non-Financial Score Snapshot,Tình trạng DN từ Cục Đăng ký kinh doanh,MEASURE,fct_public_company_nonfinancial_score_snpst.business_registration_status_score,
K_GSDC_44,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 5 - Top CTDC theo chỉ tiêu phi tài chính & M-Score,M-Score,Base,GSDC,Fact Public Company Non-Financial Score Snapshot,M-Score,MEASURE,fct_public_company_nonfinancial_score_snpst.m_score,
K_GSDC_45,Phân loại & Xếp hạng Rủi ro CTDC,Nhóm 5 - Top CTDC theo chỉ tiêu phi tài chính & M-Score,Tổng điểm Phi tài chính & M-Score,Base,GSDC,Fact Public Company Non-Financial Score Snapshot,Total Non-Financial Score,MEASURE,fct_public_company_nonfinancial_score_snpst.total_nonfinancial_score,
K_GSDC_46,Giám sát Tổng hợp,Nhóm 6 - Thống kê niêm yết toàn thị trường,Kỳ thống kê (Năm/Quý),Chiều,GSDC,Calendar Date Dimension,Calendar Date,SLICER,cdr_dt_dim.cdr_dt,Tham số :year/:quarter
K_GSDC_47,Giám sát Tổng hợp,Nhóm 6 - Thống kê niêm yết toàn thị trường,Số doanh nghiệp,Base,GSDC,Public Company Dimension,Ids Registration Date,MEASURE,COUNT(DISTINCT public_company_dim.public_company_dim_id) WHERE public_company_dim.ids_registration_dt <= :end_of_period,Xem O_GSDC_2
K_GSDC_48,Giám sát Tổng hợp,Nhóm 6 - Thống kê niêm yết toàn thị trường,Tỷ lệ nộp BCTC,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_49,Giám sát Tổng hợp,Nhóm 6 - Thống kê niêm yết toàn thị trường,Số DN báo lãi,Base,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_50,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Tổng tài sản,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_50_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Tổng tài sản — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_51,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Nợ phải trả,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_51_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Nợ phải trả — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_52,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Vốn CSH,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_52_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Vốn CSH — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_53,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Vốn điều lệ,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_53_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Vốn điều lệ — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_54,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Lợi nhuận sau thuế,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_54_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,LNST — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_55,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,ROA,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_55_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,ROA — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_56,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,ROE,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_56_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,ROE — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_57,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Hàng tồn kho,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_57_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Hàng tồn kho — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_58,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Doanh thu thuần,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_58_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Doanh thu — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_59,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Lợi nhuận dồn tích YTD,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_59_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,LN YTD — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_60,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Phải thu,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_60_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Phải thu — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_61,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Tiền và tương đương tiền,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_61_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Tiền TĐT — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_62,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Nợ / Vốn CSH,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_62_YOY,Giám sát Tổng hợp,Nhóm 7 - Tổng hợp chỉ tiêu tài chính toàn thị trường,Nợ/Vốn CSH — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_63,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Ngành kinh tế,Base,GSDC,Public Company Dimension,Business Line Level 1 Code,GROUP_BY,public_company_dim.business_line_level_1_code,
K_GSDC_64,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Tổng tài sản theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_65,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Nợ phải trả theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_66,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Vốn CSH theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_67,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Vốn điều lệ theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_68,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Lợi nhuận sau thuế theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_69,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),ROA theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_70,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),ROE theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_71,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Hàng tồn kho theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_72,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Doanh thu thuần theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_73,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Lợi nhuận dồn tích YTD theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_74,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Phải thu theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_75,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Tiền và tương đương tiền theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_76,Giám sát Tổng hợp,Nhóm 8 - Tổng hợp chỉ tiêu tài chính & thống kê ngành (toàn thị trường),Nợ / Vốn CSH theo ngành,Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
K_GSDC_77,Giám sát Tổng hợp,Nhóm 9 - Thống kê CTĐC chưa niêm yết (toàn thị trường),Số CTDC chưa niêm yết,Base,GSDC,Public Company Dimension,Ids Registration Date,MEASURE,"COUNT(DISTINCT public_company_dim.public_company_dim_id) WHERE public_company_dim.ids_registration_dt <= :end_of_period AND public_company_dim.public_company_status_code = 'APPROVED_PUBLIC' AND (public_company_dim.equity_listing_exchange_code IS NULL OR public_company_dim.equity_listing_exchange_code NOT IN ('HOSE','HNX'))",
K_GSDC_46,Giám sát Tổng hợp,Nhóm 10 - Thống kê niêm yết sàn HNX,Ngày thống kê (Năm/Quý),Chiều,GSDC,Calendar Date Dimension,Calendar Date,SLICER,cdr_dt_dim.cdr_dt,Reuse từ Nhóm 6
K_GSDC_78,Giám sát Tổng hợp,Nhóm 10 - Thống kê niêm yết sàn HNX,Sàn,Base,GSDC,Public Company Dimension,Equity Listing Exchange Code,SLICER,public_company_dim.equity_listing_exchange_code WHERE public_company_dim.equity_listing_exchange_code = 'HNX',
K_GSDC_47,Giám sát Tổng hợp,Nhóm 10 - Thống kê niêm yết sàn HNX,Số doanh nghiệp theo từng sàn,Base,GSDC,Public Company Dimension,Ids Registration Date,MEASURE,COUNT(DISTINCT public_company_dim.public_company_dim_id) WHERE public_company_dim.ids_registration_dt <= :end_of_period AND public_company_dim.equity_listing_exchange_code = 'HNX',Reuse công thức K_GSDC_47 Nhóm 6
K_GSDC_48,Giám sát Tổng hợp,Nhóm 10 - Thống kê niêm yết sàn HNX,Tỷ lệ nộp BCTC theo từng sàn (quý),Phái sinh,GSDC,,,,,Pending - chưa thiết kế nguồn (Dữ liệu động)
