attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment
Audit Firm Tax Identification Number,Mã số thuế tổ chức kiểm toán,Text,true,false,draft,DCST.TCT_BAO_CAO.MST_TC_KTOAN,"Prefix Audit Firm — chủ thể khác với NNT. Không FK vì không có bảng KTV trong scope DCST Group A."
Audit Firm Name,Tổ chức kiểm toán,Text,true,false,draft,DCST.TCT_BAO_CAO.TC_KIEM_TOAN,Prefix Audit Firm. Denormalized.
Auditor Code,Mã kiểm toán viên,Text,true,false,draft,DCST.TCT_BAO_CAO.MA_KIEM_TOAN_VIEN,Prefix Auditor — chủ thể khác.
Auditor Name,Kiểm toán vien,Text,true,false,draft,DCST.TCT_BAO_CAO.KIEM_TOAN_VIEN,Giữ nguyên mô tả nguồn (có typo). Prefix Auditor. Denormalized.
Audited Financial Statement Indicator,Báo cáo tài chính đã kiểm toán,Text,true,false,draft,DCST.TCT_BAO_CAO.BCTC_DA_KIEM_TOAN,Nguồn VARCHAR(20) — giữ Text. Cần xác nhận giá trị (Y/N hay 0/1).
Audit Opinion Code,Mã ý kiến kiểm toán,Text,true,false,draft,DCST.TCT_BAO_CAO.MA_YKKT,Không đủ thông tin danh mục → giữ dạng Text.
Audit Opinion,Ý kiến kiểm toán,Text,true,false,draft,DCST.TCT_BAO_CAO.YKKT,Nội dung ý kiến kiểm toán.
Audit Date,Ngày kiểm toán,Date,true,false,draft,DCST.TCT_BAO_CAO.NGAY_KIEM_TOAN,
Created Date,Ngày tạo,Text,true,false,draft,DCST.TCT_BAO_CAO.NGAY_TAO,Nguồn NUMBER — không rõ định dạng (số ngày?). Giữ Text để tránh mất dữ liệu.
Submission Date,Ngày nộp tờ khai,Date,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NGAY_NOP_TK,ADD_INFO = metadata truyền nhận → thiết kế như trường nghiệp vụ bình thường.
Receipt Date,Ngày tiếp nhận,Date,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NGAY_TIEP_NHAN,
Report Set Period,Kỳ lập bộ báo cáo,Text,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_KY_LAP_BO,
Filing Origin,Nguồn gốc tờ khai,Text,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NGUON_GOC_TK,
Filing Entry Person,Người nhập tờ khại,Text,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NGUOI_NHAP_TK,Giữ nguyên mô tả nguồn (có typo). Prefix Filing nhất quán nhóm ADD_INFO.
Filing Acknowledged Date,Ngày nhận tờ khai,Date,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NGAY_NHAN_TK,Nhất quán prefix Filing.
Filing Reference Id,ID tờ khai,Text,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_ID_TK,Metadata truyền nhận — thiết kế thành trường nghiệp vụ (không đưa vào ds_source_record_id).
Sending Location,Nơi gửi,Text,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NOI_GUI,
Receiving Location,Nơi nhận,Text,true,false,draft,DCST.TCT_BAO_CAO.ADD_INFO_NOI_NHAN,
