bpi_term_id,dimension_id,dimension_name,dimension_tags,bcv_category_id
1eb8e70c-6cab-4e7c-ae91-0dca1a8adffa,9e4b746e-b2b7-4630-8d78-24db1973fcf9,Customer Relationship Life Cycle Status,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
1eb8e70c-6cab-4e7c-ae91-0dca1a8adffa,b12bb5b6-b54d-4bb7-aeb6-1b9d13010b76,Reporting Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
1eb8e70c-6cab-4e7c-ae91-0dca1a8adffa,e56aa4dd-4d89-46b3-ae11-e7899d83ceac,Channel,concept,8a72919e-8c40-4a73-b190-4803deb2160d
1eb8e70c-6cab-4e7c-ae91-0dca1a8adffa,e6ea0a76-623d-498f-810e-4908b561f646,Competitor Proximity,concept,8a72919e-8c40-4a73-b190-4803deb2160d
1eb8e70c-6cab-4e7c-ae91-0dca1a8adffa,f170bd8b-dce5-4d54-9ae0-cf302464f4d0,Geographic Area,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
1eb8e70c-6cab-4e7c-ae91-0dca1a8adffa,f277f8c5-26cb-455f-bbe0-f162d582ed15,Measurement Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,212fd5a7-f8da-48b2-b101-2cfc198a6188,Transaction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,28de1921-fb18-484f-8abf-789a53365b5e,Organization,concept,54b9bd8a-ddfb-4512-8d46-e26d2926981e
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,4e6b1f78-3e93-4b0a-89c3-829145cebf0f,Complaint Type,property,8d9d994c-aa77-4692-8f6b-d314a5221237
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,6ffbf272-aecd-4fe9-afa9-d0207f257f1a,Fee Type,property,a8fe79a1-0f42-4423-adca-3994493a78b3
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,7433ef19-6bb1-4eea-991f-e574677ce330,Organization Unit Function,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,7ea186f5-c71f-48bf-9658-fcb87d687eb5,Payment Transaction Reason,property,6462bcb0-3560-48d5-9f4e-406e8375074a
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,9dc77405-8721-41fb-aa3b-b7850198fadd,Location,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,a1c40547-cadc-4bdc-be47-c2f2913b6789,Transaction Initiator Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,d1d664db-c790-434e-8748-3b39bcb995fa,Business Activity Type,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,d9f9659d-7e08-4039-a5e2-15d72c532e22,Line Of Business Reporting Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
2881e435-d7c1-4c5b-86e5-c18c6a1ca314,e72b97bc-49cd-445c-bb90-c188c6f9351a,Transaction Book Effect,property,6462bcb0-3560-48d5-9f4e-406e8375074a
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,064ec6dc-d2e5-4956-9344-960470fd825d,Currency Locale,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,2c920186-bc0f-42c1-a223-24a285ebe545,Currency Zone,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,30f2201e-14ec-41d4-a9ce-02df271f57a6,Currency Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,41ba810a-fccd-4f6d-b38a-d87e7a84c671,Currency Convertibility,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,52d26fdb-9cc5-4a4b-b862-3ae33d53b9d3,Investment Use,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,6fab0f6e-dc51-4b51-b4e9-c52efd0045a0,Arrangement Time Commitment,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,74ebf69e-7554-40f6-ae00-a29ca91adef9,Fund Management Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,8a14c947-e699-4e39-a09e-e6e4ce43af39,Currency Risk Rating,concept,8a72919e-8c40-4a73-b190-4803deb2160d
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,9dc77405-8721-41fb-aa3b-b7850198fadd,Location,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,a6b6b6e5-1a6e-4cc3-9584-bd33c11e6189,Arrangement Life Cycle Status,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,a8979a11-b271-4843-a0d7-cc46cfe3e579,Currency,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,aa074ecf-dbce-4a43-a665-1869f27ba93d,Investment Manager,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,b12bb5b6-b54d-4bb7-aeb6-1b9d13010b76,Reporting Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,ebb642bf-2c55-46ea-8be5-caa56d103895,Investment Objective,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,f277f8c5-26cb-455f-bbe0-f162d582ed15,Measurement Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
2d89a1c7-cc13-4c63-9fd9-57a654f171ec,fa7c4a0a-5f29-4117-bdbe-b96c0b2a45f0,Funding Ownership Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
44202963-6e8c-4380-8d7d-e10a9a8036c6,001aa2ec-94de-49ec-b0d7-f322a3030a33,Arrangement,concept,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
44202963-6e8c-4380-8d7d-e10a9a8036c6,064ec6dc-d2e5-4956-9344-960470fd825d,Currency Locale,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
44202963-6e8c-4380-8d7d-e10a9a8036c6,11780582-7e47-4b72-84ff-6ce25e3c3400,Involved Party,concept,54b9bd8a-ddfb-4512-8d46-e26d2926981e
44202963-6e8c-4380-8d7d-e10a9a8036c6,30f2201e-14ec-41d4-a9ce-02df271f57a6,Currency Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
44202963-6e8c-4380-8d7d-e10a9a8036c6,41ba810a-fccd-4f6d-b38a-d87e7a84c671,Currency Convertibility,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
44202963-6e8c-4380-8d7d-e10a9a8036c6,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
44202963-6e8c-4380-8d7d-e10a9a8036c6,6fab0f6e-dc51-4b51-b4e9-c52efd0045a0,Arrangement Time Commitment,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
44202963-6e8c-4380-8d7d-e10a9a8036c6,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
44202963-6e8c-4380-8d7d-e10a9a8036c6,a6b6b6e5-1a6e-4cc3-9584-bd33c11e6189,Arrangement Life Cycle Status,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
44202963-6e8c-4380-8d7d-e10a9a8036c6,a8979a11-b271-4843-a0d7-cc46cfe3e579,Currency,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
46f8b174-1f71-4310-b540-045161ffd412,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,1b61d279-1f80-4f92-ab65-dedc624d0c48,Product Payment Variability,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,1ed63b0c-f97e-46ab-aa12-0ec9051b6d86,Interest Rate Condition,concept,a8fe79a1-0f42-4423-adca-3994493a78b3
46f8b174-1f71-4310-b540-045161ffd412,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
46f8b174-1f71-4310-b540-045161ffd412,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
46f8b174-1f71-4310-b540-045161ffd412,528679f5-adc4-4d2f-9db4-00911a104c02,Arrangement Counterparty,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
46f8b174-1f71-4310-b540-045161ffd412,52add8cc-e66b-4a54-8400-5c27889a52eb,Product Sponsorship,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,5353db76-a845-4015-a4ed-4272eb5a74b3,Market Risk Rating,concept,8a72919e-8c40-4a73-b190-4803deb2160d
46f8b174-1f71-4310-b540-045161ffd412,569dccda-cfb2-4755-b188-45fdd856d818,Product Profitability Segment,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,57532bd2-99d3-43c1-a41d-e3f1e9248996,Customer Profitability Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
46f8b174-1f71-4310-b540-045161ffd412,5bc4cbda-7b20-4ce3-ae6b-7b6af8968399,Customer Market Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
46f8b174-1f71-4310-b540-045161ffd412,5c093e0d-6d77-40b5-888b-8e6f1c2512ab,Financial Product Currency Mix,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,6607ab60-68f6-4f7f-8caa-7a1c67317fab,Product Ownership Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,71fd090e-e488-4057-b85d-45b225ae6bd5,Communication Form,property,8d9d994c-aa77-4692-8f6b-d314a5221237
46f8b174-1f71-4310-b540-045161ffd412,7433ef19-6bb1-4eea-991f-e574677ce330,Organization Unit Function,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
46f8b174-1f71-4310-b540-045161ffd412,7d5cf6e9-ed75-4242-8908-0d40477cb51a,Product Usability,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,8766fa7a-dd7b-46e3-a125-5850a03de8fd,Financial Product Currency Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
46f8b174-1f71-4310-b540-045161ffd412,9dc77405-8721-41fb-aa3b-b7850198fadd,Location,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
46f8b174-1f71-4310-b540-045161ffd412,a1f92dd3-bfd0-47bb-9973-ed70f75f9ef5,Product Delivery Time Band,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,bbba7616-708c-4477-bdf6-1012540a38a3,Product Availability,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,bc3590c7-8171-43d7-aeb9-dbe051d4cb18,Product Collateral Requirement,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,bc464c7d-23d0-499b-8a9c-00a53f585b3f,Product Basis,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,bd9db480-b59f-4f33-ae14-bfa0c088be5b,Product Accessibility,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,c5ac0c49-76e0-4bfb-83c0-7fb863e93936,Product Return Capability Basis,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,c793ea8f-22f1-4f60-88fe-39ef2109707c,Product Cost Segment,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,d950b3be-15ef-4e9a-9225-a889b320e643,Loan Repayment Type,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
46f8b174-1f71-4310-b540-045161ffd412,d9f9659d-7e08-4039-a5e2-15d72c532e22,Line Of Business Reporting Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
46f8b174-1f71-4310-b540-045161ffd412,ef25c8d1-4621-475a-8550-320aa5d84192,Financial Product Tax Position,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
46f8b174-1f71-4310-b540-045161ffd412,f277f8c5-26cb-455f-bbe0-f162d582ed15,Measurement Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
46f8b174-1f71-4310-b540-045161ffd412,f52359c1-8a8c-440f-bb38-674325bcb5e3,Market Segmentation Status,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,0801b4c9-fc7e-4e38-9305-9706b94c5205,Product Arrangement,concept,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,3186c071-4cae-45ab-8264-13477d764a63,Account Arrangement Type,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,6ffbf272-aecd-4fe9-afa9-d0207f257f1a,Fee Type,property,a8fe79a1-0f42-4423-adca-3994493a78b3
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,88105043-4ee9-4ae4-95ae-9034cab926a0,Organization Unit,concept,54b9bd8a-ddfb-4512-8d46-e26d2926981e
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,a8979a11-b271-4843-a0d7-cc46cfe3e579,Currency,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,c4ba4992-8ff1-4f52-859c-6f95cab06510,Customer,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,e56aa4dd-4d89-46b3-ae11-e7899d83ceac,Channel,concept,8a72919e-8c40-4a73-b190-4803deb2160d
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,e722446c-3769-4ad9-8307-eba6a5268214,Payment Transaction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
6dd50f83-18e7-4f81-aa9d-0bac3fd36245,ebc7c2ad-03c2-4253-9c91-2848859df559,Channel Ownership Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
7453be1b-4429-426f-82b3-5537e564d018,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
7453be1b-4429-426f-82b3-5537e564d018,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
7453be1b-4429-426f-82b3-5537e564d018,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
7453be1b-4429-426f-82b3-5537e564d018,5bc4cbda-7b20-4ce3-ae6b-7b6af8968399,Customer Market Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
7453be1b-4429-426f-82b3-5537e564d018,71fd090e-e488-4057-b85d-45b225ae6bd5,Communication Form,property,8d9d994c-aa77-4692-8f6b-d314a5221237
7453be1b-4429-426f-82b3-5537e564d018,7433ef19-6bb1-4eea-991f-e574677ce330,Organization Unit Function,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
