Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
CATALOG_GROUP,NAME,VARCHAR2(200 CHAR),Tên đầy đủ,,
CATALOG_GROUP,STATUS,NUMBER,"Trạng thái nhóm danh mục (TrangThaiChucNangEnum): 1=Đang sử dụng, 0=Ngừng sử dụng",,
CATALOG_GROUP,TYPE,NUMBER,"Loại nhóm danh mục (LoaiDanhMucEnum): 0=Nhóm danh mục cấu hình TCT, 1=Nhóm danh mục cấu hình UBCKNN, 2=Nhóm danh mục hệ thống",,
CAT_ORG_UNIT,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
CAT_ORG_UNIT,ORG_UNIT_CODE,VARCHAR2(50 CHAR),Mã đơn vị gửi báo cáo (CTCK/QLQ/CN QLQ NN...),,
CAT_ORG_UNIT,ORG_UNIT_NAME,VARCHAR2(500 CHAR),Tên đơn vị tổ chức,,
CAT_ORG_UNIT,HIERARCHY_CODE,VARCHAR2(50 CHAR),Mã phân cấp chức năng (dạng chuỗi phân cấp),,
CAT_ORG_UNIT,PARENT_HIERARCHY_CODE,VARCHAR2(50 CHAR),Mã phân cấp cha,,
CAT_ORG_UNIT,TAX_CODE,VARCHAR2(250 CHAR),Mã số thuế doanh nghiệp,,
CAT_ORG_UNIT,ADDRESS,VARCHAR2(2048 CHAR),Địa chỉ,,
CAT_ORG_UNIT,PHONE,VARCHAR2(20 CHAR),Số điện thoại liên hệ,,
CAT_ORG_UNIT,EMAIL,VARCHAR2(100 CHAR),Địa chỉ email liên hệ,,
CAT_ORG_UNIT,FAX,VARCHAR2(20 CHAR),Số fax,,
CAT_ORG_UNIT,WEBSITE,VARCHAR2(100 CHAR),Địa chỉ website,,
CAT_ORG_UNIT,ORG_UNIT_TYPE,NUMBER,"Loại đơn vị: 1=Người dùng hệ thống (UBCKNN), 2=Đơn vị báo cáo (bên ngoài)",,
CAT_ORG_UNIT,DESCRIPTION,VARCHAR2(4000 CHAR),Mô tả chi tiết,,
CAT_ORG_UNIT,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật lần cuối,,
CAT_ORG_UNIT,CAT_LEVEL,NUMBER,Cấp độ trong hệ thống phân cấp,,
CAT_POSITION,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
CAT_POSITION,POSITION_CODE,VARCHAR2(50 CHAR),Mã chức vụ,,
CAT_POSITION,POSITION_NAME,VARCHAR2(255 CHAR),Tên chức vụ,,
CAT_POSITION,ORIGINAL_DATA,NUMBER,"Cờ dữ liệu gốc từ danh mục điện tử dùng chung: 1=Dữ liệu gốc, 0=Dữ liệu thêm mới",,
CAT_POSITION,CREATED_AT,DATE,Thời điểm tạo bản ghi,,
CAT_POSITION,CREATED_BY,VARCHAR2(50 CHAR),Tài khoản/tên người tạo bản ghi,,FK suy luận → SYS_USER.ID
CAT_POSITION,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật lần cuối,,
CAT_POSITION,LAST_MODIFIED_BY,VARCHAR2(50 CHAR),Tài khoản/tên người cập nhật lần cuối,,FK suy luận → SYS_USER.ID
CAT_POSITION,DATA_TYPE,NUMBER,"Kiểu dữ liệu: TEXT=1, PASS=2, NUMBER=3, CHECKBOX=4, DROP=5, EMAIL=6",,
CAT_POSITION,DELETED,NUMBER,"Cờ xóa mềm: 1=Đã xóa, 0=Chưa xóa",,
CAT_POSITION,SYNC_ENABLED,NUMBER,"Cờ đồng bộ dữ liệu: 1=Cho phép đồng bộ, 0=Không đồng bộ",,
CAT_POSITION,SYNC_ID,VARCHAR2(50 CHAR),ID đồng bộ từ hệ thống nguồn,,
CAT_POSITION,SYNC_ID_SC_FIRM,VARCHAR2(50 CHAR),ID đồng bộ từ phân hệ quản lý CTCK,,
CAT_VIOLATION_ACT,ID,VARCHAR2(50 CHAR),Khóa chính của bản ghi (ID số tự tăng),,
CAT_VIOLATION_ACT,VIOLATION_ACT_CODE,VARCHAR2(50 CHAR),Mã hành vi vi phạm pháp luật chứng khoán,,
CAT_VIOLATION_ACT,VIOLATION_ACT_NAME,VARCHAR2(4000 CHAR),Tên hành vi vi phạm pháp luật chứng khoán,,
CAT_VIOLATION_ACT,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật lần cuối,,
CAT_VIOLATION_ACT,CREATED_BY_ID,VARCHAR2(50 CHAR),ID người dùng tạo bản ghi,,
CAT_VIOLATION_ACT,DESCRIPTION,VARCHAR2(2000 CHAR),Mô tả chi tiết,,
CAT_VIOLATION_ACT,LEGAL_BASIS_DOC,VARCHAR2(1000 CHAR),Văn bản pháp luật áp dụng làm căn cứ xử lý,,
CAT_VIOLATION_ACT,VIOLATION_HANDLING_DOC,VARCHAR2(1000 CHAR),Văn bản xử lý vi phạm tương ứng,,
CAT_VIOLATION_ACT,STATUS,NUMBER,"Trạng thái bản ghi: 1=Đang sử dụng, 0=Không sử dụng",,
CHUCNANG,ID,NUMBER,null,PK,
CHUCNANG,MACHA,VARCHAR2(20 CHAR),null,,
CHUCNANG,MAPHANCAP,VARCHAR2(20 CHAR),null,,
CHUCNANG,TENCHUCNANG,NVARCHAR2(200 CHAR),null,,
CHUCNANG,CONTROLLER,VARCHAR2(200 CHAR),null,,
CHUCNANG,GHICHU,NVARCHAR2(1000 CHAR),null,,
CHUCNANG,CAP,NUMBER,null,,
CHUCNANG,KEYID,VARCHAR2(100 CHAR),null,,
CHUCNANG,NGUOITAO,NVARCHAR2(200 CHAR),null,,
CHUCNANG,NGAYTAO,DATE,null,,
CHUCNANG,NGUOITAOID,NUMBER,null,,
CHUCNANG,NGUOICAPNHATID,NUMBER,null,,
CHUCNANG,NGUOICAPNHAT,NVARCHAR2(200 CHAR),null,,
CHUCNANG,NGAYCAPNHAT,DATE,null,,
CHUCNANG,THUTU,NUMBER,null,,
CHUCNANG,TRANGTHAI,NUMBER,null,,
CHUCNANG,ISDELETED,NUMBER,null,,
COMPANY_INFO,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
COMPANY_INFO,NAME,VARCHAR2(1000 CHAR),Tên đầy đủ,,
COMPANY_INFO,COMPANY_TYPE,NUMBER,"Loại hình công ty (LoaiHinhCongTyEnum): 1=Công ty thông thường, 2=Tổ chức tín dụng, 3=Công ty bảo hiểm, 4=Công ty chứng khoán, 5=Công ty quản lý quỹ",,
COMPANY_INFO,CHANGED_AT,DATE,Ngày thay đổi thông tin công ty,,
COMPANY_INFO,TAX_CODE,VARCHAR2(100 CHAR),Mã số thuế doanh nghiệp,,
COMPANY_INFO,ADDRESS,VARCHAR2(500 CHAR),Địa chỉ,,
COMPANY_INFO,PHONE,VARCHAR2(100 CHAR),Số điện thoại liên hệ,,
COMPANY_INFO,FAX,VARCHAR2(200 CHAR),Số fax,,
COMPANY_INFO,WEBSITE,VARCHAR2(200 CHAR),Địa chỉ website,,
COMPANY_INFO,BUSINESS_LINE,VARCHAR2(200 CHAR),Ngành nghề kinh doanh chính,,
COMPANY_INFO,LEGAL_REPRESENTATIVE_NAME,VARCHAR2(1000 CHAR),Họ tên người đại diện theo pháp luật,,
COMPANY_INFO,CHARTER_CAPITAL,VARCHAR2(100 CHAR),Vốn điều lệ/vốn đầu tư của chủ sở hữu (đơn vị: đồng),,
COMPANY_INFO,PUBLIC_COMPANY_REG_DATE,DATE,Ngày đăng ký là công ty đại chúng,,
COMPANY_INFO,DECISION_NUMBER,VARCHAR2(200 CHAR),Số quyết định thành lập/xử phạt,,
COMPANY_INFO,TICKER_SYMBOL,VARCHAR2(50 CHAR),Ký hiệu mã cổ phiếu niêm yết,,
COMPANY_INFO,LISTING_DATE,DATE,Ngày niêm yết/đăng ký giao dịch cổ phiếu,,
COMPANY_INFO,LISTING_EXCHANGE,VARCHAR2(300 CHAR),"Nơi niêm yết/giao dịch (HOSE, HNX, UPCOM)",,
COMPANY_INFO,FIRST_LISTING_DATE,DATE,Ngày niêm yết/giao dịch cổ phiếu lần đầu tiên trên sàn,,
COMPANY_INFO,SHAREHOLDER_COUNT,NUMBER,Số lượng cổ đông,,
COMPANY_INFO,DELISTING_DATE,DATE,Ngày hủy niêm yết,,
COMPANY_INFO,PUBLIC_COMPANY_END_DATE,DATE,Ngày hủy đăng ký công ty đại chúng,,
COMPANY_INFO,MSG_PACKET_ID,NUMBER,FK -> msg_packet: Gói tin trao đổi liên quan,FK,FK → MSG_PACKET.ID
COMPANY_INFO,GUID,VARCHAR2(50 CHAR),Định danh duy nhất toàn cục (GUID/UUID) của bản ghi,,
COMPANY_INFO,BUSINESS_LICENSE,VARCHAR2(200 CHAR),Số giấy phép đăng ký kinh doanh (GPKD),,
COMPANY_INFO,RECORD_COUNT,NUMBER,Số bản ghi công ty có cùng gói tin và loại công ty,,
CONFIG_PARAM,PARAM_CODE,VARCHAR2(100 BYTE),Mã tham số hệ thống (key tra cứu),,
CONFIG_PARAM,PARAM_NAME,VARCHAR2(100 CHAR),Tên tham số hệ thống,,
CONFIG_PARAM,VALUE,VARCHAR2(200 CHAR),Giá trị tham số/chỉ tiêu/cấu hình,,
CONFIG_PARAM,DESCRIPTION,VARCHAR2(200 CHAR),Mô tả chi tiết,,
CONFIG_PARAM,STATUS,NUMBER,"Trạng thái bản ghi: 1=Đang sử dụng, 0=Không sử dụng",,
CONFIG_PARAM,CREATED_AT,DATE,Thời điểm tạo bản ghi,,
CONFIG_PARAM,SYSTEM_CODE,NUMBER,"Mã hệ thống nguồn (HeThongEnum): 1=IDS, 2=IDM, 3=Thanh tra, 4=SCMS, 5=FMS, 6=THUE (TCT)",,
CONFIG_PARAM,PARAM_ID,NUMBER,ID tham số (khóa chính bổ sung),PK,
CONFIG_PARAM,PARENT_ID,NUMBER,FK -> cùng bảng: ID gói tin/tham số cha,,FK suy luận → CONFIG_PARAM.ID
CONFIG_PARAM,TYPE,"NUMBER(2,0)",Loại/nhóm tham số cấu hình (phân loại theo nghiệp vụ hệ thống; không phải kiểu dữ liệu TEXT/NUMBER),,
CONFIG_PARAM,TITLE,VARCHAR2(100 CHAR),Tiêu đề hiển thị,,
DB_LOG,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),,
DB_LOG,CODE,NVARCHAR2(200 CHAR),Mã định danh (mã viết tắt nghiệp vụ),,
DB_LOG,VALUE,NVARCHAR2(1000 CHAR),Giá trị tham số/chỉ tiêu/cấu hình,,
DB_LOG,CREATE_DATE,DATE,Thời điểm tạo bản ghi log,,
HIGH_RISK_ENTERPRISE,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
HIGH_RISK_ENTERPRISE,ENTERPRISE_CODE,VARCHAR2(20 CHAR),Mã số doanh nghiệp đăng ký kinh doanh,,
HIGH_RISK_ENTERPRISE,ENTERPRISE_NAME,VARCHAR2(200 CHAR),Tên doanh nghiệp rủi ro cao,,
HIGH_RISK_ENTERPRISE,HQ_ADDRESS,VARCHAR2(200 CHAR),Địa chỉ trụ sở chính của doanh nghiệp,,
HIGH_RISK_ENTERPRISE,MANAGING_TAX_AUTHORITY,VARCHAR2(200 CHAR),Cơ quan thuế quản lý doanh nghiệp rủi ro cao,,
HIGH_RISK_ENTERPRISE,RISK_ASSESSMENT_YEAR,VARCHAR2(20 CHAR),Năm Cục Thuế đánh giá doanh nghiệp là rủi ro cao,,
HIGH_RISK_ENTERPRISE,MSG_PACKET_ID,NUMBER,FK -> msg_packet: Gói tin trao đổi liên quan,FK,FK → MSG_PACKET.ID
INDICATOR_MAPPING,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
INDICATOR_MAPPING,DECLARATION_CODE,VARCHAR2(50 CHAR),Mã tờ khai thuế trong hệ thống Cục Thuế,,
INDICATOR_MAPPING,SHEET_NAME,VARCHAR2(50 CHAR),"Mã sheet biểu mẫu (LoaiBaoCaoChiTietEnum): 1=BCDKT, 2=KQKD, 3=KQKDHD, 4=LCTT-TT, 5=LCTT-GT, 6=CTTKC, 9=THBDVCSH",,
INDICATOR_MAPPING,SSC_INDICATOR_CODE,VARCHAR2(50 CHAR),Mã chỉ tiêu trong biểu mẫu UBCKNN,,
INDICATOR_MAPPING,TAX_INDICATOR_CODE,VARCHAR2(50 CHAR),Mã chỉ tiêu tương ứng trong tờ khai Cục Thuế,,
INDICATOR_MAPPING,INDICATOR_NAME,VARCHAR2(200 CHAR),Tên chỉ tiêu trong biểu mẫu báo cáo,,
INDICATOR_MAPPING,DESCRIPTION,VARCHAR2(100 CHAR),Mô tả chi tiết,,
INFO_REQUEST_DETAIL,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
INFO_REQUEST_DETAIL,MSG_PACKET_ID,NUMBER,FK -> msg_packet: Gói tin trao đổi liên quan,FK,FK → MSG_PACKET.ID
INFO_REQUEST_DETAIL,REQUEST_NAME,VARCHAR2(200 CHAR),Tên loại yêu cầu thông tin từ Cục Thuế,,
INFO_REQUEST_DETAIL,STATUS_DESCRIPTION,VARCHAR2(200 CHAR),Mô tả trạng thái xử lý yêu cầu thông tin,,
INFO_REQUEST_DETAIL,STATUS,NUMBER,"Trạng thái phản hồi WebService (TrangThaiResponseWsEnum): 1=Thành công, 2=Không thành công, 3=Lỗi webservice",,
INFO_REQUEST_DETAIL,TAX_CODE,VARCHAR2(100 CHAR),Mã số thuế doanh nghiệp,,
INVOICE_DETAIL,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
INVOICE_DETAIL,INVOICE_TEMPLATE_SYMBOL,VARCHAR2(100 CHAR),Ký hiệu mẫu hóa đơn,,
INVOICE_DETAIL,INVOICE_SYMBOL,VARCHAR2(100 CHAR),Ký hiệu hóa đơn,,
INVOICE_DETAIL,INVOICE_NUMBER,VARCHAR2(100 CHAR),Số hóa đơn,,
INVOICE_DETAIL,TAX_ENFORCEMENT_INVOICE_ID,NUMBER,FK -> tax_enforcement_invoice: Quyết định cưỡng chế ngừng hóa đơn,FK,FK → TAX_ENFORCEMENT_INVOICE.ID
INVOICE_DETAIL,INVOICE_TYPE,VARCHAR2(100 CHAR),Loại hóa đơn bị cưỡng chế ngừng sử dụng,,
INVOICE_DETAIL,OBJ_ID,VARCHAR2(50 CHAR),ID đối tượng trong hệ thống Cục Thuế,,
LNK_GROUP_FUNCTION,ID,VARCHAR2(50 CHAR),Khóa chính của bản ghi (ID số tự tăng),PK,
LNK_GROUP_FUNCTION,USER_GROUP_ID,NUMBER,FK -> sys_user_group: Nhóm người dùng liên quan,,FK suy luận → SYS_USER_GROUP.ID
LNK_GROUP_FUNCTION,FUNCTION_ID,NUMBER,FK -> sys_function: Chức năng liên quan,,
LNK_GROUP_FUNCTION,CREATED_AT,DATE,Thời điểm tạo bản ghi,,
LNK_GROUP_FUNCTION,CREATED_BY,VARCHAR2(100 CHAR),Tài khoản/tên người tạo bản ghi,,FK suy luận → SYS_USER.ID
LNK_GROUP_FUNCTION,CREATED_BY_ID,NUMBER,ID người dùng tạo bản ghi,,
LNK_GROUP_FUNCTION,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật lần cuối,,
LNK_GROUP_FUNCTION,LAST_MODIFIED_BY,VARCHAR2(100 CHAR),Tài khoản/tên người cập nhật lần cuối,,FK suy luận → SYS_USER.ID
LNK_GROUP_FUNCTION,LAST_MODIFIED_BY_ID,NUMBER,ID người dùng cập nhật lần cuối,,
LNK_GROUP_FUNCTION,PERMISSION,NUMBER,"Quyền truy cập bitmask (QuyenEnum, OR kết hợp): 1=Thêm, 2=Sửa, 4=Xóa, 8=Duyệt, 16=Theo đơn vị, 32=Xem",,
LNK_USER_GROUP,ID,VARCHAR2(50 CHAR),Khóa chính của bản ghi (ID số tự tăng),PK,
LNK_USER_GROUP,USER_ID,NUMBER,FK -> sys_user: Người dùng liên quan,,FK suy luận → SYS_USER.ID
LNK_USER_GROUP,USER_GROUP_ID,NUMBER,FK -> sys_user_group: Nhóm người dùng liên quan,,FK suy luận → SYS_USER_GROUP.ID
LOG_MQ,ID,VARCHAR2(50 BYTE),Khóa chính của bản ghi (ID số tự tăng),PK,
LOG_MQ,MSG_ERROR,VARCHAR2(1000 BYTE),Thông báo lỗi khi xử lý message MQ,,
LOG_MQ,MSG_MQ,CLOB,Nội dung message MQ đầy đủ (CLOB),,
LOG_MQ,CREATED_AT,DATE,Thời điểm tạo bản ghi,,
LOG_MQ,SENDER_CODE,VARCHAR2(100 BYTE),Mã hệ thống gửi message,,
LOG_MQ,SENDER_NAME,VARCHAR2(500 BYTE),Tên hệ thống gửi message,,
LOG_MQ,TRAN_CODE,VARCHAR2(50 BYTE),Mã giao dịch (transaction code) theo chuẩn trao đổi dữ liệu,,
LOG_MQ,SENT_AT,DATE,Thời điểm gửi gói tin,,
LOG_REQUEST_SSC,PACKET_CODE,VARCHAR2(50 BYTE),Mã gói tin trao đổi dữ liệu (do hệ thống sinh tự động),,
LOG_REQUEST_SSC,TAX_CODE,VARCHAR2(50 BYTE),Mã số thuế doanh nghiệp,,
LOG_REQUEST_SSC,STATUS,NUMBER,"Trạng thái xử lý yêu cầu: 1=Thành công, 2=Thất bại, 3=Đang xử lý",,
LOG_REQUEST_SSC,REQUEST_DATE,DATE,Ngày gửi yêu cầu từ UBCKNN sang Cục Thuế,,
LOG_SEND_MOF,PACKET_CODE,VARCHAR2(100 BYTE),Mã gói tin trao đổi dữ liệu (do hệ thống sinh tự động),,
LOG_SEND_MOF,STATUS,NUMBER,"Trạng thái gửi hub (MSG_STATUS): 0=Thành công/tiếp nhận, khác 0=Lỗi/từ chối",,
LOG_SEND_MOF,SENT_AT,DATE,Thời điểm gửi gói tin,,
LOG_SEND_MOF,MSG_ID,VARCHAR2(100 BYTE),Mã định danh message trong hệ thống trao đổi dữ liệu,,
LOG_SEND_MOF,MSG_PACKET_ID,NUMBER,FK -> msg_packet: Gói tin trao đổi liên quan,,FK suy luận → MSG_PACKET.ID
LOG_SEND_MOF,TYPE,NUMBER,"Kênh gửi (PUSH_SYSTEM): 0=Trục CT (Cục Thuế), 1=Trục BTC (Bộ Tài chính)",,
MSG_PACKET,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
MSG_PACKET,PACKET_CODE,VARCHAR2(50 CHAR),Mã gói tin trao đổi dữ liệu (do hệ thống sinh tự động),,
MSG_PACKET,TYPE,NUMBER,"Loại gói tin/doanh nghiệp (GOI_TIN.LOAI): 1=Công ty đại chúng (IDS), 4=Công ty chứng khoán (SCMS), 5=Công ty quản lý quỹ (FMS); giá trị khác theo nghiệp vụ import XML",,
MSG_PACKET,SENDER_UNIT,NUMBER,"Đơn vị gửi (DonViTruyenNhanEnum): 1=TCT (Cục Thuế), 2=UBCKNN, 3=BTC (Bộ Tài chính)",,
MSG_PACKET,RECEIVER_UNIT,NUMBER,"Đơn vị nhận (DonViTruyenNhanEnum): 1=TCT (Cục Thuế), 2=UBCKNN, 3=BTC (Bộ Tài chính)",,
MSG_PACKET,SENT_BY,VARCHAR2(100 CHAR),Tài khoản người thực hiện gửi gói tin,,
MSG_PACKET,STATUS,NUMBER,"Trạng thái truyền nhận gói tin (TrangThaiTruyenNhanEnum): 1=Chưa tiếp nhận, 2=Đã tiếp nhận, 3=Đã gửi, 4=Lỗi, 5=Mới tạo, 6=Đợi phản hồi, 7=Đang sinh dữ liệu, 8=Lỗi sinh dữ liệu, 9=Chờ gửi dữ liệu",,
MSG_PACKET,CONTENT,CLOB,Nội dung gói tin dạng XML (CLOB),,
MSG_PACKET,DESCRIPTION,VARCHAR2(1000 CHAR),Mô tả chi tiết,,
MSG_PACKET,SENT_AT,DATE,Thời điểm gửi gói tin,,
MSG_PACKET,RECEIVED_AT,DATE,Thời điểm tiếp nhận gói tin,,
MSG_PACKET,VERSION,VARCHAR2(20 CHAR),Phiên bản giao thức trao đổi dữ liệu,,
MSG_PACKET,SENDER_CODE,VARCHAR2(50 CHAR),Mã hệ thống gửi message,,
MSG_PACKET,SENDER_NAME,VARCHAR2(100 CHAR),Tên hệ thống gửi message,,
MSG_PACKET,RECEIVER_CODE,VARCHAR2(50 CHAR),Mã hệ thống nhận message,,
MSG_PACKET,RECEIVER_NAME,VARCHAR2(100 CHAR),Tên hệ thống nhận message,,
MSG_PACKET,TRAN_CODE,VARCHAR2(20 CHAR),Mã giao dịch (transaction code) theo chuẩn trao đổi dữ liệu,,
MSG_PACKET,MSG_ID,VARCHAR2(50 CHAR),Mã định danh message trong hệ thống trao đổi dữ liệu,,
MSG_PACKET,MSG_REF_ID,VARCHAR2(50 CHAR),Mã tham chiếu message gốc (khi là message phản hồi),,
MSG_PACKET,ID_LINK,VARCHAR2(500 CHAR),ID liên kết với message gốc trong chuỗi trao đổi,,
MSG_PACKET,ORIGINAL_CODE,VARCHAR2(50 CHAR),Mã hệ thống gốc gửi dữ liệu,,
MSG_PACKET,ORIGINAL_NAME,VARCHAR2(100 CHAR),Tên hệ thống gốc gửi dữ liệu,,
MSG_PACKET,ORIGINAL_DATE,VARCHAR2(50 CHAR),Ngày tạo dữ liệu tại hệ thống gốc,,
MSG_PACKET,ERROR_CODE,VARCHAR2(50 CHAR),Mã lỗi khi xử lý gói tin (nếu có),,
MSG_PACKET,ERROR_DESC,VARCHAR2(50 CHAR),Mô tả lỗi khi xử lý gói tin,,
MSG_PACKET,SPARE1,VARCHAR2(50 CHAR),Trường dự phòng 1 (mở rộng theo yêu cầu),,
MSG_PACKET,SPARE2,VARCHAR2(50 CHAR),"Trường dự phòng 2: loại dữ liệu CTY=công ty, BC=báo cáo",,
MSG_PACKET,SPARE3,VARCHAR2(50 CHAR),Trường dự phòng 3: mô tả gói tin,,
MSG_PACKET,PARENT_ID,NUMBER,FK -> cùng bảng: ID gói tin/tham số cha,,FK suy luận → MSG_PACKET.ID
MSG_PACKET,TAX_CODE,VARCHAR2(50 CHAR),Mã số thuế doanh nghiệp,,
MSG_PACKET,REPRESENTATIVE_NAME,VARCHAR2(200 CHAR),Họ tên người đại diện/chủ hộ kinh doanh,,
MSG_PACKET,CREATED_BY,VARCHAR2(200 CHAR),Tài khoản/tên người tạo bản ghi,,FK suy luận → SYS_USER.ID
MSG_PACKET_CONFIG,ID,NUMBER,Khóa chính của bản ghi (ID số tự tăng),PK,
MSG_PACKET_CONFIG,FUNCTION_NAME,VARCHAR2(200 CHAR),Tên chức năng/menu hiển thị trên giao diện,,
MSG_PACKET_CONFIG,ORG_UNIT_CODE,VARCHAR2(200 CHAR),Mã đơn vị gửi báo cáo (CTCK/QLQ/CN QLQ NN...),,
MSG_PACKET_CONFIG,SYSTEM_CODE,VARCHAR2(20 CHAR),"Mã hệ thống nguồn (HeThongEnum): 1=IDS, 2=IDM, 3=Thanh tra, 4=SCMS, 5=FMS, 6=THUE (TCT)",,
MSG_PACKET_CONFIG,DATA_DIRECTION,NUMBER,"Chiều dữ liệu gói tin (LoaiDuLieuEnum): 1=Gói tin đi (UBCKNN→CT), 2=Gói tin đến (CT→UBCKNN)",,
MSG_PACKET_CONFIG,TRANSFER_METHOD,NUMBER,"Phương thức truyền nhận (PhuongThucTruyenNhanEnum): 1=WebService, 2=MQ, 3=Cả hai",,
MSG_PACKET_CONFIG,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật lần cuối,,
MSG_PACKET_CONFIG,LAST_MODIFIED_BY,VARCHAR2(100 CHAR),Tài khoản/tên người cập nhật lần cuối,,FK suy luận → SYS_USER.ID
PENALTY_DECISION,ID,VARCHAR2(50 CHAR),Khóa chính của bản ghi (ID số tự tăng),,
PENALTY_DECISION,INSPECTION_DOSSIER_ID,VARCHAR2(50 CHAR),FK -> hồ sơ thanh tra gốc (nếu từ thanh tra),,
PENALTY_DECISION,COMPLAINT_DOSSIER_ID,VARCHAR2(50 CHAR),FK -> hồ sơ đơn thư gốc (nếu từ đơn thư),,
PENALTY_DECISION,PENALTY_DECISION_NUMBER,VARCHAR2(50 CHAR),Số quyết định xử phạt vi phạm hành chính,,
PENALTY_DECISION,VIOLATION_RECORD_NUMBER,VARCHAR2(50 CHAR),Số biên bản vi phạm hành chính,,
PENALTY_DECISION,VIOLATION_RECORD_DATE,DATE,Ngày lập biên bản vi phạm hành chính,,
PENALTY_DECISION,MAIN_PENALTY_TYPE,NUMBER,"Hình thức phạt chính: 1=Nhắc nhở, 2=Cảnh cáo, 3=Phạt tiền",,
PENALTY_DECISION,SUPPLEMENTARY_PENALTY,VARCHAR2(50 CHAR),Hình thức phạt bổ sung (nếu có),,
PENALTY_DECISION,AGGRAVATING_MITIGATING,VARCHAR2(255 CHAR),Tình tiết tăng nặng/giảm nhẹ áp dụng,,
PENALTY_DECISION,TOTAL_FINE_AMOUNT,NUMBER,Tổng số tiền phạt theo quyết định (đơn vị: đồng),,
PENALTY_DECISION,NOTE,VARCHAR2(255 CHAR),Ghi chú bổ sung,,
PENALTY_DECISION,STATUS,NUMBER,"Trạng thái quyết định xử phạt: 1=Hiệu lực, 0=Không hiệu lực/đã hủy",,
