Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
TT_QUYET_DINH,TEN_QUYET_DINH,Tên quyết định,,
TT_QUYET_DINH,NGAY_RA_QUYET_DINH,Ngày ra quyết định,,
TT_QUYET_DINH,NGAY_CONG_BO,Ngày công bố quyết định,,
TT_QUYET_DINH,MANG_NGHIEP_VU_ID,Tham chiếu DM_MANG_NGHIEP_VU.ID,FK,FK → DM_MANG_NGHIEP_VU.ID
TT_QUYET_DINH,CAN_CU_THANH_TRA_ID,Tham chiếu DM_CAN_CU_THANH_TRA.ID,FK,FK → DM_CAN_CU_THANH_TRA.ID
TT_QUYET_DINH,NOI_DUNG,Nội dung quyết định,,
TT_QUYET_DINH,GHI_CHU,Ghi chú,,
TT_QUYET_DINH,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
TT_QUYET_DINH,NGAY_TAO,Ngày tạo,,
TT_QUYET_DINH,NGUOI_SUA,Người sửa gần nhất,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
TT_QUYET_DINH,NGAY_SUA,Ngày sửa gần nhất,,
TT_QUYET_DINH,TRANG_THAI,"Trạng thái: 1-Hoạt động, 0-Đã xóa",,
TT_QUYET_DINH_DOI_TUONG,ID,"Khóa chính, tự tăng",PK,
TT_QUYET_DINH_DOI_TUONG,QUYET_DINH_ID,Tham chiếu TT_QUYET_DINH.ID,FK,FK → TT_QUYET_DINH.ID
TT_QUYET_DINH_DOI_TUONG,TEN_DOI_TUONG,Tên đối tượng thanh tra,,
TT_QUYET_DINH_DOI_TUONG,LOAI_DOI_TUONG,Loại: CA_NHAN / TO_CHUC,,
TT_QUYET_DINH_DOI_TUONG,DOI_TUONG_REF_ID,Tham chiếu đến bảng danh mục đối tượng tương ứng,,"FK suy luận → (polymorphic, tham chiếu DM_CONG_TY_CK/DM_CONG_TY_QLQ/DM_CONG_TY_DC/DM_DOI_TUONG_KHAC tùy loại đối tượng)"
TT_QUYET_DINH_DOI_TUONG,STT,Số thứ tự,,
TT_QUYET_DINH_THANH_PHAN,ID,"Khóa chính, tự tăng",PK,
TT_QUYET_DINH_THANH_PHAN,QUYET_DINH_ID,Tham chiếu TT_QUYET_DINH.ID,FK,FK → TT_QUYET_DINH.ID
TT_QUYET_DINH_THANH_PHAN,CAN_BO_ID,Tham chiếu DM_CAN_BO.ID,FK,FK → DM_CAN_BO.ID
TT_QUYET_DINH_THANH_PHAN,VAI_TRO,"Vai trò trong đoàn (trưởng đoàn, thành viên...)",,
TT_QUYET_DINH_THANH_PHAN,STT,Số thứ tự trong đoàn,,
TT_QUYET_DINH_VAN_BAN,ID,"Khóa chính, tự tăng",PK,
TT_QUYET_DINH_VAN_BAN,QUYET_DINH_ID,Tham chiếu TT_QUYET_DINH.ID,FK,FK → TT_QUYET_DINH.ID
TT_QUYET_DINH_VAN_BAN,SO_HIEU,Số hiệu văn bản,,
TT_QUYET_DINH_VAN_BAN,TEN_TAI_LIEU,Tên tài liệu,,
TT_QUYET_DINH_VAN_BAN,SO_THU_TU,Số thứ tự,,
TT_QUYET_DINH_VAN_BAN,SO_TRANG,Số trang,,
TT_QUYET_DINH_VAN_BAN,NGUON_GOC_TAI_LIEU,Nguồn gốc tài liệu,,
TT_QUYET_DINH_VAN_BAN,FILE_NAME,Tên file đính kèm,,
TT_QUYET_DINH_VAN_BAN,FILE_PATH,Đường dẫn file,,
TT_QUYET_DINH_VAN_BAN,FILE_SIZE,Kích thước file,,
TT_HO_SO,ID,"Khóa chính, tự tăng",PK,
TT_HO_SO,LOAI_HINH,Loại hình: THANH_TRA / KIEM_TRA,,
TT_HO_SO,QUYET_DINH_ID,Tham chiếu TT_QUYET_DINH.ID,FK,FK → TT_QUYET_DINH.ID
TT_HO_SO,MANG_NGHIEP_VU_ID,Tham chiếu DM_MANG_NGHIEP_VU.ID,FK,FK → DM_MANG_NGHIEP_VU.ID
TT_HO_SO,NGUON_CUNG_CAP,Nguồn cung cấp thông tin (nhiều nguồn),,
TT_HO_SO,MA_HO_SO,Mã hồ sơ (duy nhất),,
TT_HO_SO,TEN_HO_SO,Tên hồ sơ,,
TT_HO_SO,MA_SO_LUU_TRU,Mã số lưu trữ trong kho,,
TT_HO_SO,NGAY_NHAN_HO_SO,Ngày nhận hồ sơ,,
TT_HO_SO,LANH_DAO_PHU_TRACH,Tham chiếu DM_CAN_BO.ID (lãnh đạo phụ trách),FK,FK → DM_CAN_BO.ID
TT_HO_SO,CHUYEN_VIEN_XU_LY,Tham chiếu DM_CAN_BO.ID (chuyên viên xử lý),FK,FK → DM_CAN_BO.ID
TT_HO_SO,NOI_DUNG,Nội dung hồ sơ,,
TT_HO_SO,LOAI_DOI_TUONG,Loại đối tượng: CA_NHAN / TO_CHUC,,
TT_HO_SO,HO_TEN,Họ tên (nếu cá nhân),,
TT_HO_SO,NGAY_SINH,Ngày sinh (nếu cá nhân),,
TT_HO_SO,GIOI_TINH,Giới tính: NAM / NU,,
TT_HO_SO,QUOC_TICH,Quốc tịch (có thể nhiều),,
TT_HO_SO,SO_TAI_KHOAN,Số tài khoản,,
TT_HO_SO,NOI_MO_TAI_KHOAN,Nơi mở tài khoản,,
TT_HO_SO,SO_CMND,Số chứng minh nhân dân,,
TT_HO_SO,SO_DIEN_THOAI,Số điện thoại,,
TT_HO_SO,EMAIL,Email,,
TT_HO_SO,DIA_CHI,Địa chỉ,,
TT_HO_SO,TEN_DOI_TUONG,Tên tổ chức (nếu tổ chức),,
TT_HO_SO,TEN_VIET_TAT,Tên viết tắt tổ chức,,
TT_HO_SO,NGUOI_DAI_DIEN,Người đại diện tổ chức,,
TT_HO_SO,SO_GPKD,Số giấy phép kinh doanh,,
TT_HO_SO,QUOC_GIA,Quốc gia (tổ chức),,
TT_HO_SO,WEBSITE,Website,,
TT_HO_SO,FAX,Số FAX,,
TT_HO_SO,TRANG_THAI_ID,Tham chiếu DM_TRANG_THAI_HO_SO.ID,FK,FK → DM_TRANG_THAI_HO_SO.ID
TT_HO_SO,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
TT_HO_SO,NGAY_TAO,Ngày tạo,,
TT_HO_SO,NGUOI_SUA,Người sửa gần nhất,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
TT_HO_SO,NGAY_SUA,Ngày sửa gần nhất,,
TT_HO_SO_CAN_BO,ID,"Khóa chính, tự tăng",PK,
TT_HO_SO_CAN_BO,HO_SO_ID,Tham chiếu TT_HO_SO.ID,FK,FK → TT_HO_SO.ID
TT_HO_SO_CAN_BO,CAN_BO_ID,Tham chiếu DM_CAN_BO.ID,FK,FK → DM_CAN_BO.ID
TT_HO_SO_CAN_BO,LOAI_PHAN_CONG,Loại phân công: LANH_DAO / CHUYEN_VIEN,,
TT_HO_SO_CAN_BO,NGAY_PHAN_CONG,Ngày phân công,,
TT_HO_SO_CAN_BO,GHI_CHU,Ghi chú phân công,,
TT_HO_SO_VAN_BAN,ID,"Khóa chính, tự tăng",PK,
TT_HO_SO_VAN_BAN,HO_SO_ID,Tham chiếu TT_HO_SO.ID,FK,FK → TT_HO_SO.ID
TT_HO_SO_VAN_BAN,LOAI_VAN_BAN,Loại văn bản: KE_HOACH / QUYET_DINH / BIEN_BAN / KET_LUAN / CONG_VAN / GIAI_TRINH,,
TT_HO_SO_VAN_BAN,SO_HIEU,Số hiệu văn bản,,
TT_HO_SO_VAN_BAN,TEN_TAI_LIEU,Tên tài liệu,,
TT_HO_SO_VAN_BAN,SO_THU_TU,Số thứ tự,,
TT_HO_SO_VAN_BAN,SO_TRANG,Số trang,,
TT_HO_SO_VAN_BAN,NGUON_GOC_TAI_LIEU,Nguồn gốc tài liệu,,
TT_HO_SO_VAN_BAN,FILE_NAME,Tên file đính kèm,,
TT_HO_SO_VAN_BAN,FILE_PATH,Đường dẫn file,,
TT_HO_SO_VAN_BAN,FILE_SIZE,Kích thước file,,
TT_KET_LUAN,ID,"Khóa chính, tự tăng",PK,
TT_KET_LUAN,HO_SO_ID,Tham chiếu TT_HO_SO.ID,FK,FK → TT_HO_SO.ID
TT_KET_LUAN,LOAI_VAN_BAN,Loại: KET_LUAN / VAN_BAN_XU_LY,,
TT_KET_LUAN,SO_HIEU,Số hiệu văn bản,,
TT_KET_LUAN,NGAY_VAN_BAN,Ngày văn bản,,
TT_KET_LUAN,NOI_DUNG,Nội dung văn bản,,
TT_KET_LUAN,SO_TIEN_PHAT,Số tiền phạt,,
TT_KET_LUAN,DIEU_KHOAN_HANH_VI,Điều khoản hành vi vi phạm,,
TT_KET_LUAN,VAN_BAN_HANH_VI,Văn bản quy định hành vi,,
TT_KET_LUAN,DIEU_KHOAN_CHE_TAI,Điều khoản chế tài,,
TT_KET_LUAN,VAN_BAN_CHE_TAI,Văn bản quy định chế tài,,
TT_KET_LUAN,HANH_VI_VI_PHAM_ID,Tham chiếu DM_HANH_VI_VI_PHAM.ID,FK,FK → DM_HANH_VI_VI_PHAM.ID
TT_KET_LUAN,HINH_THUC_PHAT_ID,Tham chiếu DM_HINH_THUC_PHAT.ID,FK,FK → DM_HINH_THUC_PHAT.ID
TT_KET_LUAN,FILE_NAME,Tên file đính kèm,,
TT_KET_LUAN,FILE_PATH,Đường dẫn file,,
TT_KET_LUAN,TRANG_THAI,Trạng thái văn bản,,
TT_KET_LUAN,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
TT_KET_LUAN,NGAY_TAO,Ngày tạo,,
TT_CONG_BO_XU_PHAT,ID,"Khóa chính, tự tăng",PK,
TT_CONG_BO_XU_PHAT,HO_SO_ID,Tham chiếu TT_HO_SO.ID,FK,FK → TT_HO_SO.ID
TT_CONG_BO_XU_PHAT,QUYET_DINH_XU_PHAT_ID,Tham chiếu TT_KET_LUAN.ID,FK,FK → TT_KET_LUAN.ID
TT_CONG_BO_XU_PHAT,CHUYEN_MUC,Chuyên mục trên cổng TTĐT,,
TT_CONG_BO_XU_PHAT,NOI_DUNG_CONG_BO,Nội dung công bố,,
TT_CONG_BO_XU_PHAT,TRANG_THAI,Trạng thái: CHO_DUYET / DA_DUYET,,
TT_CONG_BO_XU_PHAT,NGAY_CONG_BO,Ngày công bố,,
TT_CONG_BO_XU_PHAT,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
TT_CONG_BO_XU_PHAT,NGAY_TAO,Ngày tạo,,
GS_HO_SO,ID,"Khóa chính, tự tăng",PK,
GS_HO_SO,MANG_NGHIEP_VU_ID,Tham chiếu DM_MANG_NGHIEP_VU.ID,FK,FK → DM_MANG_NGHIEP_VU.ID
GS_HO_SO,NGUON_CUNG_CAP,Nguồn cung cấp (nhiều nguồn),,
GS_HO_SO,MA_HO_SO,Mã hồ sơ (duy nhất),,
GS_HO_SO,TEN_HO_SO,Tên hồ sơ,,
GS_HO_SO,MA_SO_LUU_TRU,Mã số lưu trữ,,
GS_HO_SO,NGAY_NHAN_HO_SO,Ngày nhận hồ sơ,,
GS_HO_SO,LANH_DAO_PHU_TRACH,Tham chiếu DM_CAN_BO.ID,FK,FK → DM_CAN_BO.ID
GS_HO_SO,CHUYEN_VIEN_XU_LY,Tham chiếu DM_CAN_BO.ID,FK,FK → DM_CAN_BO.ID
GS_HO_SO,NOI_DUNG,Nội dung hồ sơ,,
GS_HO_SO,MUC_DO_BAO_MAT_ID,Tham chiếu DM_MUC_DO_BAO_MAT.ID,FK,FK → DM_MUC_DO_BAO_MAT.ID
GS_HO_SO,TEN_DOI_TUONG,Tên đối tượng vi phạm,,
GS_HO_SO,TRANG_THAI_ID,Tham chiếu DM_TRANG_THAI_HO_SO.ID,FK,FK → DM_TRANG_THAI_HO_SO.ID
GS_HO_SO,GHI_CHU,Ghi chú,,
GS_HO_SO,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
GS_HO_SO,NGAY_TAO,Ngày tạo,,
GS_HO_SO,NGUOI_SUA,Người sửa,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
GS_HO_SO,NGAY_SUA,Ngày sửa,,
GS_HO_SO_VAN_BAN,ID,"Khóa chính, tự tăng",PK,
GS_HO_SO_VAN_BAN,HO_SO_ID,Tham chiếu GS_HO_SO.ID,FK,FK → GS_HO_SO.ID
GS_HO_SO_VAN_BAN,SO_HIEU,Số hiệu văn bản,,
GS_HO_SO_VAN_BAN,TEN_TAI_LIEU,Tên tài liệu,,
GS_HO_SO_VAN_BAN,SO_THU_TU,Số thứ tự,,
GS_HO_SO_VAN_BAN,SO_TRANG,Số trang,,
GS_HO_SO_VAN_BAN,NGUON_GOC_TAI_LIEU,Nguồn gốc tài liệu,,
GS_HO_SO_VAN_BAN,FILE_NAME,Tên file,,
GS_HO_SO_VAN_BAN,FILE_PATH,Đường dẫn file,,
GS_HO_SO_VAN_BAN,FILE_SIZE,Kích thước file,,
GS_VAN_BAN_XU_LY,ID,"Khóa chính, tự tăng",PK,
GS_VAN_BAN_XU_LY,HO_SO_ID,Tham chiếu GS_HO_SO.ID,FK,FK → GS_HO_SO.ID
GS_VAN_BAN_XU_LY,SO_QD_XU_PHAT,Số quyết định xử phạt / số công văn nhắc nhở,,
GS_VAN_BAN_XU_LY,SO_BIEN_BAN_VPHC,Số biên bản vi phạm hành chính,,
GS_VAN_BAN_XU_LY,NGAY_BIEN_BAN,Ngày ký biên bản VPHC,,
GS_VAN_BAN_XU_LY,NOI_DUNG_XU_PHAT,Nội dung xử phạt,,
GS_VAN_BAN_XU_LY,TONG_SO_TIEN_PHAT,Tổng số tiền phạt,,
GS_VAN_BAN_XU_LY,GHI_CHU,Ghi chú,,
GS_VAN_BAN_XU_LY,TRANG_THAI,Trạng thái hồ sơ sau xử lý,,
GS_VAN_BAN_XU_LY,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
GS_VAN_BAN_XU_LY,NGAY_TAO,Ngày tạo,,
GS_VAN_BAN_XU_LY_FILE,ID,"Khóa chính, tự tăng",PK,
GS_VAN_BAN_XU_LY_FILE,VAN_BAN_XU_LY_ID,Tham chiếu GS_VAN_BAN_XU_LY.ID,FK,FK → GS_VAN_BAN_XU_LY.ID
GS_VAN_BAN_XU_LY_FILE,SO_HIEU,Số hiệu văn bản,,
GS_VAN_BAN_XU_LY_FILE,TEN_TAI_LIEU,Tên tài liệu,,
GS_VAN_BAN_XU_LY_FILE,SO_TRANG,Số trang,,
GS_VAN_BAN_XU_LY_FILE,NGUON_GOC,Nguồn gốc tài liệu,,
GS_VAN_BAN_XU_LY_FILE,FILE_NAME,Tên file,,
GS_VAN_BAN_XU_LY_FILE,FILE_PATH,Đường dẫn file,,
GS_CONG_BO_XU_PHAT,ID,"Khóa chính, tự tăng",PK,
GS_CONG_BO_XU_PHAT,HO_SO_ID,Tham chiếu GS_HO_SO.ID,FK,FK → GS_HO_SO.ID
GS_CONG_BO_XU_PHAT,QUYET_DINH_XU_PHAT_ID,Tham chiếu GS_VAN_BAN_XU_LY.ID,FK,FK → GS_VAN_BAN_XU_LY.ID
GS_CONG_BO_XU_PHAT,CHUYEN_MUC,Chuyên mục công bố,,
GS_CONG_BO_XU_PHAT,NOI_DUNG_CONG_BO,Nội dung công bố,,
GS_CONG_BO_XU_PHAT,TRANG_THAI,Trạng thái: CHO_DUYET / DA_DUYET,,
GS_CONG_BO_XU_PHAT,NGAY_CONG_BO,Ngày công bố,,
GS_CONG_BO_XU_PHAT,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
GS_CONG_BO_XU_PHAT,NGAY_TAO,Ngày tạo,,
DT_DON_THU,ID,"Khóa chính, tự tăng",PK,
DT_DON_THU,LOAI_DOI_TUONG,Loại đối tượng: CA_NHAN / TO_CHUC,,
DT_DON_THU,TEN_TO_CHUC_CA_NHAN,Tên tổ chức / cá nhân gửi đơn,,
DT_DON_THU,NAC_DANH,"Nặc danh: 1-Có, 0-Không",,
DT_DON_THU,SO_NGUOI,Số người gửi đơn,,
DT_DON_THU,EMAIL,Email người gửi,,
DT_DON_THU,DIA_CHI,Địa chỉ người gửi,,
DT_DON_THU,KHONG_CO_DIA_CHI,"Không có địa chỉ: 1-Có, 0-Không",,
DT_DON_THU,SO_CMTND,Số chứng minh thư (cá nhân),,
DT_DON_THU,NGAY_CAP_CMTND,Ngày cấp CMTND,,
DT_DON_THU,GIOI_TINH,Giới tính: NAM / NU,,
DT_DON_THU,LOAI_DON,Loại đơn: KHIEU_NAI / TO_CAO / PHAN_ANH / KIEN_NGHI,,
DT_DON_THU,NGAY_VIET_DON,Ngày viết đơn,,
DT_DON_THU,TEN_DON_THU,Tên đơn thư,,
DT_DON_THU,NOI_DUNG,Nội dung đơn thư,,
DT_DON_THU,NGAY_TIEP_NHAN,Ngày tiếp nhận đơn,,
DT_DON_THU,NGUON_DON,Nơi tiếp nhận đơn,,
DT_DON_THU,TRANG_THAI,Trạng thái: MOI / DANG_XU_LY / HOAN_THANH / DONG,,
DT_DON_THU,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_DON_THU,NGAY_TAO,Ngày tạo,,
DT_DON_THU,NGUOI_SUA,Người sửa,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_DON_THU,NGAY_SUA,Ngày sửa,,
DT_HO_SO,ID,"Khóa chính, tự tăng",PK,
DT_HO_SO,DON_THU_ID,Tham chiếu DT_DON_THU.ID (có thể nhiều đơn thư),FK,FK → DT_DON_THU.ID
DT_HO_SO,TEN_HO_SO,Tên hồ sơ,,
DT_HO_SO,SO_HO_SO,Số hồ sơ (tối đa 50 ký tự),,
DT_HO_SO,MA_SO_LUU_TRU,Mã số lưu trữ,,
DT_HO_SO,DON_VI_CHUYEN_KQ,Đơn vị chuyển kết quả rà soát,,
DT_HO_SO,GHI_CHU,Ghi chú,,
DT_HO_SO,TRANG_THAI,Trạng thái: MOI_TIEP_NHAN / DANG_GIAI_QUYET / HOAN_THANH,,
DT_HO_SO,NGAY_KET_THUC,Ngày kết thúc giải quyết,,
DT_HO_SO,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_HO_SO,NGAY_TAO,Ngày tạo,,
DT_HO_SO,NGUOI_SUA,Người sửa,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_HO_SO,NGAY_SUA,Ngày sửa,,
DT_HO_SO_VAN_BAN,ID,"Khóa chính, tự tăng",PK,
DT_HO_SO_VAN_BAN,HO_SO_ID,Tham chiếu DT_HO_SO.ID,FK,FK → DT_HO_SO.ID
DT_HO_SO_VAN_BAN,LOAI_VAN_BAN,Loại: QUYET_DINH_THU_LY / BIEN_BAN_VPHC / CONG_VAN_TB / DON_THU,,
DT_HO_SO_VAN_BAN,SO_HIEU,Số hiệu văn bản,,
DT_HO_SO_VAN_BAN,TEN_TAI_LIEU,Tên tài liệu,,
DT_HO_SO_VAN_BAN,SO_TRANG,Số trang,,
DT_HO_SO_VAN_BAN,NGUON_GOC,Nguồn gốc,,
DT_HO_SO_VAN_BAN,FILE_NAME,Tên file,,
DT_HO_SO_VAN_BAN,FILE_PATH,Đường dẫn file,,
DT_HO_SO_VAN_BAN,FILE_SIZE,Kích thước file,,
DT_KET_LUAN,ID,"Khóa chính, tự tăng",PK,
DT_KET_LUAN,HO_SO_ID,Tham chiếu DT_HO_SO.ID,FK,FK → DT_HO_SO.ID
DT_KET_LUAN,SO_KET_LUAN,Số kết luận,,
DT_KET_LUAN,NGAY_KET_LUAN,Ngày kết luận,,
DT_KET_LUAN,KET_QUA,Kết quả: DUNG / SAI / DUNG_MOT_PHAN,,
DT_KET_LUAN,KET_LUAN,Nội dung kết luận,,
DT_KET_LUAN,NGAY_RA_KET_LUAN,Ngày ra kết luận chính thức,,
DT_KET_LUAN,NGAY_CHUYEN_THANH_TRA_BO,Ngày chuyển cho thanh tra bộ,,
DT_KET_LUAN,TRANG_THAI,Trạng thái: DANG_GIAI_QUYET / DA_HOAN_THANH,,
DT_KET_LUAN,GHI_CHU,Ghi chú,,
DT_KET_LUAN,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_KET_LUAN,NGAY_TAO,Ngày tạo,,
DT_VAN_BAN_XU_LY,ID,"Khóa chính, tự tăng",PK,
DT_VAN_BAN_XU_LY,HO_SO_ID,Tham chiếu DT_HO_SO.ID,FK,FK → DT_HO_SO.ID
DT_VAN_BAN_XU_LY,SO_QD_XU_PHAT,Số quyết định xử phạt,,
DT_VAN_BAN_XU_LY,SO_BIEN_BAN_VPHC,Số biên bản VPHC,,
DT_VAN_BAN_XU_LY,NGAY_BIEN_BAN,Ngày biên bản,,
DT_VAN_BAN_XU_LY,NOI_DUNG_XU_PHAT,Nội dung xử phạt,,
DT_VAN_BAN_XU_LY,GHI_CHU,Ghi chú,,
DT_VAN_BAN_XU_LY,TRANG_THAI,Trạng thái: CHUA_NOP_PHAT / DA_NOP_PHAT / NOP_PHAT_NHIEU_LAN,,
DT_VAN_BAN_XU_LY,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_VAN_BAN_XU_LY,NGAY_TAO,Ngày tạo,,
DT_CONG_BO_XU_PHAT,ID,"Khóa chính, tự tăng",PK,
DT_CONG_BO_XU_PHAT,HO_SO_ID,Tham chiếu DT_HO_SO.ID,FK,FK → DT_HO_SO.ID
DT_CONG_BO_XU_PHAT,QUYET_DINH_XU_PHAT_ID,Tham chiếu DT_VAN_BAN_XU_LY.ID,FK,FK → DT_VAN_BAN_XU_LY.ID
DT_CONG_BO_XU_PHAT,CHUYEN_MUC,Chuyên mục công bố,,
DT_CONG_BO_XU_PHAT,NOI_DUNG_CONG_BO,Nội dung công bố,,
DT_CONG_BO_XU_PHAT,TRANG_THAI,Trạng thái: CHO_DUYET / DA_DUYET,,
DT_CONG_BO_XU_PHAT,NGAY_CONG_BO,Ngày công bố,,
DT_CONG_BO_XU_PHAT,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
DT_CONG_BO_XU_PHAT,NGAY_TAO,Ngày tạo,,
PCTN_BAO_CAO,ID,"Khóa chính, tự tăng",PK,
PCTN_BAO_CAO,TEN_BAO_CAO,Tên báo cáo,,
PCTN_BAO_CAO,NGAY_LAP_BAO_CAO,Ngày lập báo cáo,,
PCTN_BAO_CAO,NGAY_GUI_BAO_CAO,Ngày gửi báo cáo,,
PCTN_BAO_CAO,TU_NGAY_TONG_HOP,Từ ngày tổng hợp,,
PCTN_BAO_CAO,DEN_NGAY_TONG_HOP,Đến ngày tổng hợp,,
PCTN_BAO_CAO,KET_QUA_TIEP_CONG_DAN,Kết quả tiếp công dân,,
PCTN_BAO_CAO,KET_QUA_XU_LY_KNTC,Kết quả xử lý khiếu nại tố cáo,,
PCTN_BAO_CAO,FILE_BAO_CAO,Đường dẫn file báo cáo xuất ra,,
PCTN_BAO_CAO,NGUOI_TAO,Người tạo,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
PCTN_BAO_CAO,NGAY_TAO,Ngày tạo,,
PCTN_BAO_CAO,NGUOI_SUA,Người sửa,FK,FK → SYS_NGUOI_DUNG.TEN_DANG_NHAP
PCTN_BAO_CAO,NGAY_SUA,Ngày sửa,,
PCRT_HO_SO,ID,"Khóa chính, tự tăng",PK,
PCRT_HO_SO,LOAI_DOI_TUONG,Loại: CA_NHAN / TO_CHUC,,
PCRT_HO_SO,TEN_DOI_TUONG,Tên tổ chức/cá nhân,,
PCRT_HO_SO,MA_HO_SO,Mã hồ sơ (duy nhất),,
PCRT_HO_SO,TEN_HO_SO,Tên hồ sơ,,
