Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
ORDER_BOOK_HNX,ORDER_RECEPTION_NUMBER,Number(11),"Số định danh lệnh tại thời điểm KRX tiếp nhận. Tăng dần, unique trong ngày.",PK (ngày+Symbol),
ORDER_BOOK_HNX,ORIGINAL_ORDER_RECEPTION_NUMBER,Number(11),Order Reception Number của lệnh gốc khi sửa/hủy,,FK → ORDER_BOOK_HNX.Order Reception Number
ORDER_BOOK_HNX,ORIGINAL_ORDER_TYPE_CODE,Character(1),Loại lệnh của lệnh gốc trước khi sửa,,
ORDER_BOOK_HNX,SESSION_ID,Character(2),Phiên giao dịch (00/10/20/30/40/80/90/99...),,
ORDER_BOOK_HNX,ORDER_REMAINING_QUANTITY,Number(10),Khối lượng còn lại chưa khớp,,
ORDER_BOOK_HNX,MESSAGE_SEQUENCE,Character(11),Số thứ tự message trong luồng dữ liệu (tăng dần từ 1),,
ORDER_BOOK_HNX,REPLACE_CANCEL_CLASSIFICATION_CODE,Character(1),Loại action: 1=New / 2=Replace / 3=Cancel,,
ORDER_BOOK_HNX,QUOTE_REQUEST_TYPE,Character(1),Loại yêu cầu báo giá RFQ: 1=Request / 2=Cancel / 3=Confirm / 4=Reject,,
ORDER_BOOK_HNX,AUTOMATED_CANCEL_PROCESSING_CLASSIFICATION,Character(1),Lý do tự động hủy: 0=n/a / 1=Condition / 2=Batch / 3=Kill Switch / 4=Disconnect / 5=Price limit,,
ORDER_BOOK_HNX,ORDER_ID,Character(17),Mã định danh logic của lệnh (17 ký tự),,
ORDER_BOOK_HNX,ORIGINAL_ORDER_ID,Character(17),Order ID của lệnh gốc khi sửa/hủy,,FK → ORDER_BOOK_HNX.order ID
ORDER_BOOK_HNX,FOREIGN_INVESTOR_TYPE_CODE,Character(2),Phân loại NĐT nước ngoài: 00=Không / 10=NN cư trú / 20=NN không cư trú,,
TRADE_BOOK_HNX,TRADE_DATE,Character(8),Ngày giao dịch (yyyymmdd),,
TRADE_BOOK_HNX,MARKET_ID,Character(3),Mã thị trường,,
TRADE_BOOK_HNX,BOARD_ID,Character(2),Loại bảng giao dịch,,
TRADE_BOOK_HNX,ISSUE_CODE,Character(12),Mã chứng khoán,,FK suy luận → Instrument.symbol
TRADE_BOOK_HNX,TRADE_NUMBER,Number(11),ID của giao dịch khớp — unique key,PK (ngày+Symbol),
TRADE_BOOK_HNX,TRADE_TIME,Character(9),Thời điểm giao dịch xảy ra (hh24misss),,
TRADE_BOOK_HNX,TRADE_PRICE,Number(15),Giá khớp của giao dịch,,
TRADE_BOOK_HNX,TRADE_QUANTITY,Number(10),Khối lượng giao dịch,,
TRADE_BOOK_HNX,SESSION_ID,Character(2),Phiên giao dịch lúc khớp,,
TRADE_BOOK_HNX,SELL_REPLACE_CANCEL_CLASSIFICATION_CODE,Character(1),Loại action của lệnh bán: 1=New / 2=Replace / 3=Cancel,,
TRADE_BOOK_HNX,SELL_MEMBER_NUMBER,Character(5),Mã CTCK bên bán,,FK suy luận → Member.member_code
TRADE_BOOK_HNX,SELL_ACCOUNT_NUMBER,Character(13),Tài khoản NĐT bên bán,,FK suy luận → Account.account_no
TRADE_BOOK_HNX,SELL_ORDER_TYPE_CODE,Character(1),Loại lệnh bán,,
TRADE_BOOK_HNX,SELL_ORDER_CONDITION_CODE,Character(1),Điều kiện lệnh bán,,
TRADE_BOOK_HNX,SELL_CLIENT_HOUSE_CLASSIFICATION,Character(2),Phân loại lệnh bán: 10=Client / 30=House,,
TRADE_BOOK_HNX,SELL_INVESTOR_CLASSIFICATION_CODE,Character(4),Loại hình NĐT bên bán theo chuẩn KRX,,
TRADE_BOOK_HNX,SELL_ORDER_QUANTITY,Number(10),Khối lượng đặt bán gốc,,
TRADE_BOOK_HNX,SELL_ORDER_PRICE,Number(15),Giá đặt bán gốc,,
TRADE_BOOK_HNX,BUY_MEMBER_NUMBER,Character(5),Mã CTCK bên mua,,FK suy luận → Member.member_code
TRADE_BOOK_HNX,BUY_REPLACE_CANCEL_CLASSIFICATION_CODE,Character(1),Loại action của lệnh mua: 1=New / 2=Replace / 3=Cancel,,
TRADE_BOOK_HNX,BUY_ACCOUNT_NUMBER,Character(13),Tài khoản NĐT bên mua,,FK suy luận → Account.account_no
TRADE_BOOK_HNX,BUY_ORDER_TYPE_CODE,Character(1),Loại lệnh mua,,
TRADE_BOOK_HNX,BUY_ORDER_CONDITION_CODE,Character(1),Điều kiện lệnh mua,,
TRADE_BOOK_HNX,BUY_CLIENT_HOUSE_CLASSIFICATION,Character(2),Phân loại lệnh mua: 10=Client / 30=House,,
TRADE_BOOK_HNX,BUY_INVESTOR_CLASSIFICATION_CODE,Character(4),Loại hình NĐT bên mua theo chuẩn KRX,,
TRADE_BOOK_HNX,BUY_ORDER_QUANTITY,Number(10),Khối lượng đặt mua gốc,,
TRADE_BOOK_HNX,BUY_ORDER_PRICE,Number(15),Giá đặt mua gốc,,
TRADE_BOOK_HNX,MESSAGE_SEQUENCE,Character(11),Số thứ tự message trong luồng dữ liệu,,
TRADE_BOOK_HNX,SELL_ORDER_RECEPTION_NUMBER,Number(11),Order Reception Number của lệnh bán — trường join về ORDER_BOOK_HNX,,FK → ORDER_BOOK_HNX.Order Reception Number
TRADE_BOOK_HNX,BUY_ORDER_RECEPTION_NUMBER,Number(11),Order Reception Number của lệnh mua — trường join về ORDER_BOOK_HNX,,FK → ORDER_BOOK_HNX.Order Reception Number
TRADE_BOOK_HNX,SELL_QUOTE_REQUEST_CODE,Character(1),Loại yêu cầu báo giá của bên bán: 1=Request / 2=Cancel / 3=Confirm / 4=Reject,,
TRADE_BOOK_HNX,BUY_QUOTE_REQUEST_CODE,Character(1),Loại yêu cầu báo giá của bên mua,,
TRADE_BOOK_HNX,EXECUTION_PRICE_OF_SPREAD_FIRST,Number(15),Giá khớp của Leg 1 trong Spread trade (phái sinh/repo 2 vế),,
TRADE_BOOK_HNX,EXECUTION_PRICE_OF_SPREAD_SECOND,Number(15),Giá khớp của Leg 2 trong Spread trade,,
TRADE_BOOK_HNX,SELL_FOREIGN_INVESTOR_TYPE_CODE,Character(2),Phân loại NĐT nước ngoài bên bán: 00/10/20,,
TRADE_BOOK_HNX,BUY_FOREIGN_INVESTOR_TYPE_CODE,Character(2),Phân loại NĐT nước ngoài bên mua: 00/10/20,,
