Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
ALIASPARTINDEX,ALIAS,NVARCHAR2(2000 CHAR),Alias,,
ALIASPARTINDEX,CONTENTITEMID,NVARCHAR2(255 CHAR),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
ALIASPARTINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
ALIASPARTINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
AUTOROUTEPARTINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
AUTOROUTEPARTINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
AUTOROUTEPARTINDEX,CONTENTITEMID,NVARCHAR2(255 CHAR),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
AUTOROUTEPARTINDEX,CONTAINEDCONTENTITEMID,NVARCHAR2(255 CHAR),Containedcontentitemid,,
AUTOROUTEPARTINDEX,JSONPATH,NVARCHAR2(2000 CHAR),Jsonpath,,
AUTOROUTEPARTINDEX,PATH,NVARCHAR2(2000 CHAR),Path,,
AUTOROUTEPARTINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
AUTOROUTEPARTINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
CONTAINEDPARTINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
CONTAINEDPARTINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
CONTAINEDPARTINDEX,CONTENTITEMID,NVARCHAR2(255 CHAR),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
CONTAINEDPARTINDEX,LISTCONTENTITEMID,NVARCHAR2(255 CHAR),Listcontentitemid,,
CONTAINEDPARTINDEX,DISPLAYTEXT,NVARCHAR2(2000 CHAR),Displaytext,,
CONTAINEDPARTINDEX,ORDER,"NUMBER(38,0)",,,
CONTAINEDPARTINDEX,LISTCONTENTTYPE,NVARCHAR2(255 CHAR),Listcontenttype,,
CONTAINEDPARTINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
CONTAINEDPARTINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
INDEXINGTASK,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
INDEXINGTASK,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
INDEXINGTASK,CREATEDUTC,VARCHAR2(100 BYTE),Createdutc,,
INDEXINGTASK,TYPE,"NUMBER(38,0)",Bộ phân biệt loại bản ghi,,
LAYERMETADATAINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
LAYERMETADATAINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
LAYERMETADATAINDEX,ZONE,VARCHAR2(100 BYTE),Zone,,
DEPLOYMENTPLANINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
DEPLOYMENTPLANINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
DEPLOYMENTPLANINDEX,NAME,VARCHAR2(100 BYTE),Tên hiển thị,,
TAXONOMYINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
TAXONOMYINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
TAXONOMYINDEX,TAXONOMYCONTENTITEMID,NVARCHAR2(255 CHAR),Taxonomycontentitemid,,
TAXONOMYINDEX,CONTENTITEMID,NVARCHAR2(255 CHAR),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
TAXONOMYINDEX,CONTENTTYPE,NVARCHAR2(255 CHAR),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
TAXONOMYINDEX,CONTENTPART,NVARCHAR2(255 CHAR),Contentpart,,
TAXONOMYINDEX,CONTENTFIELD,NVARCHAR2(255 CHAR),Contentfield,,
TAXONOMYINDEX,TERMCONTENTITEMID,NVARCHAR2(255 CHAR),Termcontentitemid,,
TAXONOMYINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
TAXONOMYINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
BOOLEANFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
BOOLEANFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
BOOLEANFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
BOOLEANFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
BOOLEANFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
BOOLEANFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
BOOLEANFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
BOOLEANFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
BOOLEANFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
BOOLEANFIELDINDEX,BOOLEAN,"NUMBER(38,0)",Boolean,,
TEXTFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
TEXTFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
TEXTFIELDINDEX,CONTENTITEMID,NVARCHAR2(255 CHAR),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
TEXTFIELDINDEX,CONTENTITEMVERSIONID,NVARCHAR2(255 CHAR),Contentitemversionid,,
TEXTFIELDINDEX,CONTENTTYPE,NVARCHAR2(255 CHAR),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
TEXTFIELDINDEX,CONTENTPART,NVARCHAR2(255 CHAR),Contentpart,,
TEXTFIELDINDEX,CONTENTFIELD,NVARCHAR2(255 CHAR),Contentfield,,
TEXTFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
TEXTFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
TEXTFIELDINDEX,TEXT,CLOB,Text,,
TEXTFIELDINDEX,BIGTEXT,CLOB,Bigtext,,
MULTITEXTFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
MULTITEXTFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
MULTITEXTFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
MULTITEXTFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
MULTITEXTFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
MULTITEXTFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
MULTITEXTFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
MULTITEXTFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
MULTITEXTFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
MULTITEXTFIELDINDEX,VALUE,VARCHAR2(100 BYTE),Value,,
MULTITEXTFIELDINDEX,BIGVALUE,VARCHAR2(100 BYTE),Bigvalue,,
HTMLFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
HTMLFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
HTMLFIELDINDEX,CONTENTITEMID,NVARCHAR2(255 CHAR),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
HTMLFIELDINDEX,CONTENTITEMVERSIONID,NVARCHAR2(255 CHAR),Contentitemversionid,,
HTMLFIELDINDEX,CONTENTTYPE,NVARCHAR2(255 CHAR),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
HTMLFIELDINDEX,CONTENTPART,NVARCHAR2(255 CHAR),Contentpart,,
HTMLFIELDINDEX,CONTENTFIELD,NVARCHAR2(255 CHAR),Contentfield,,
HTMLFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
HTMLFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
HTMLFIELDINDEX,HTML,CLOB,Html,,
DATEFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
DATEFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
DATEFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
DATEFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
DATEFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
DATEFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
DATEFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
DATEFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
DATEFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
DATEFIELDINDEX,DATE,VARCHAR2(100 BYTE),,,
DATETIMEFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
DATETIMEFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
DATETIMEFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
DATETIMEFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
DATETIMEFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
DATETIMEFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
DATETIMEFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
DATETIMEFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
DATETIMEFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
DATETIMEFIELDINDEX,DATETIME,VARCHAR2(100 BYTE),Datetime,,
TIMEFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
TIMEFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
TIMEFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
TIMEFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
TIMEFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
TIMEFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
TIMEFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
TIMEFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
TIMEFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
TIMEFIELDINDEX,TIME,VARCHAR2(100 BYTE),Time,,
NUMERICFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
NUMERICFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
NUMERICFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
NUMERICFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
NUMERICFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
NUMERICFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
NUMERICFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
NUMERICFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
NUMERICFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
NUMERICFIELDINDEX,NUMERIC,"NUMBER(38,10)",Numeric,,
LINKFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
LINKFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
LINKFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
LINKFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
LINKFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
LINKFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
LINKFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
LINKFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
LINKFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
LINKFIELDINDEX,URL,VARCHAR2(100 BYTE),Url,,
LINKFIELDINDEX,BIGURL,VARCHAR2(100 BYTE),Bigurl,,
LINKFIELDINDEX,TEXT,VARCHAR2(100 BYTE),Text,,
LINKFIELDINDEX,BIGTEXT,VARCHAR2(100 BYTE),Bigtext,,
CONTENTPICKERFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
CONTENTPICKERFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
CONTENTPICKERFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
CONTENTPICKERFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
CONTENTPICKERFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
CONTENTPICKERFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
CONTENTPICKERFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
CONTENTPICKERFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
CONTENTPICKERFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
CONTENTPICKERFIELDINDEX,SELECTEDCONTENTITEMID,VARCHAR2(100 BYTE),Selectedcontentitemid,,
USERPICKERFIELDINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
USERPICKERFIELDINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
USERPICKERFIELDINDEX,CONTENTITEMID,VARCHAR2(100 BYTE),ID content item Orchard (chuỗi duy nhất toàn hệ thống),,
USERPICKERFIELDINDEX,CONTENTITEMVERSIONID,VARCHAR2(100 BYTE),Contentitemversionid,,
USERPICKERFIELDINDEX,CONTENTTYPE,VARCHAR2(100 BYTE),"Tên loại nội dung Orchard (ví dụ: Page, Article, TTHC)",,
USERPICKERFIELDINDEX,CONTENTPART,VARCHAR2(100 BYTE),Contentpart,,
USERPICKERFIELDINDEX,CONTENTFIELD,VARCHAR2(100 BYTE),Contentfield,,
USERPICKERFIELDINDEX,PUBLISHED,"NUMBER(38,0)","Trạng thái xuất bản (1=đã xuất bản, 0=nháp/chưa xuất bản)",,
USERPICKERFIELDINDEX,LATEST,"NUMBER(38,0)","Phiên bản mới nhất hay không (1=có, 0=không)",,
USERPICKERFIELDINDEX,SELECTEDUSERID,VARCHAR2(100 BYTE),Selecteduserid,,
USERINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
USERINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
USERINDEX,NORMALIZEDUSERNAME,VARCHAR2(255 BYTE),Tên đăng nhập in hoa để tra cứu duy nhất không phân biệt hoa thường,,
USERINDEX,NORMALIZEDEMAIL,VARCHAR2(255 BYTE),Normalizedemail,,
USERINDEX,ISENABLED,"NUMBER(38,0)",1=tài khoản đang hoạt động và có thể đăng nhập; 0=tài khoản bị vô hiệu,,
USERINDEX,ISLOCKOUTENABLED,"NUMBER(38,0)",Islockoutenabled,,
USERINDEX,LOCKOUTENDUTC,VARCHAR2(100 BYTE),Lockoutendutc,,
USERINDEX,ACCESSFAILEDCOUNT,"NUMBER(38,0)",Accessfailedcount,,
USERINDEX,USERID,VARCHAR2(255 BYTE),Userid,,
USERINDEX,NORMALIZEDDISPLAYNAME,VARCHAR2(256 BYTE),Normalizeddisplayname,,
USERINDEX,NORMALIZEDPHONE,VARCHAR2(64 BYTE),Normalizedphone,,
USERINDEX,USERTYPE,VARCHAR2(64 BYTE),Usertype,,
USERINDEX,POSITION,VARCHAR2(64 BYTE),Position,,
USERBYLOGININFOINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
USERBYLOGININFOINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
USERBYLOGININFOINDEX,LOGINPROVIDER,VARCHAR2(100 BYTE),Loginprovider,,
USERBYLOGININFOINDEX,PROVIDERKEY,VARCHAR2(100 BYTE),Providerkey,,
USERBYCLAIMINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
USERBYCLAIMINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
USERBYCLAIMINDEX,CLAIMTYPE,VARCHAR2(100 BYTE),Claimtype,,
USERBYCLAIMINDEX,CLAIMVALUE,VARCHAR2(100 BYTE),Claimvalue,,
USERBYROLENAMEINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
USERBYROLENAMEINDEX,ROLENAME,NVARCHAR2(255 CHAR),Rolename,,
USERBYROLENAMEINDEX,COUNT,"NUMBER(38,0)",Count,,
USERBYROLENAMEINDEX_DOCUMENT,USERBYROLENAMEINDEXID,"NUMBER(38,0)",Userbyrolenameindexid,,
USERBYROLENAMEINDEX_DOCUMENT,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
OPENID_DOCUMENT,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
OPENID_DOCUMENT,TYPE,NVARCHAR2(255 CHAR),Bộ phân biệt loại bản ghi,,
OPENID_DOCUMENT,CONTENT,CLOB,Content,,
OPENID_DOCUMENT,VERSION,"NUMBER(38,0)",Số phiên bản để khóa lạc quan (tăng mỗi lần cập nhật),,
OPENID_OPENIDAPPLICATIONINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
OPENID_OPENIDAPPLICATIONINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
OPENID_OPENIDAPPLICATIONINDEX,APPLICATIONID,VARCHAR2(100 BYTE),Applicationid,,
OPENID_OPENIDAPPLICATIONINDEX,CLIENTID,VARCHAR2(100 BYTE),Clientid,,
OPENID_OPENIDAUTHORIZATIONINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
OPENID_OPENIDAUTHORIZATIONINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
OPENID_OPENIDAUTHORIZATIONINDEX,AUTHORIZATIONID,VARCHAR2(100 BYTE),Authorizationid,,
OPENID_OPENIDAUTHORIZATIONINDEX,APPLICATIONID,VARCHAR2(100 BYTE),Applicationid,,
OPENID_OPENIDAUTHORIZATIONINDEX,STATUS,VARCHAR2(100 BYTE),Trạng thái bản ghi,,
OPENID_OPENIDAUTHORIZATIONINDEX,SUBJECT,VARCHAR2(100 BYTE),Subject,,
OPENID_OPENIDAUTHORIZATIONINDEX,TYPE,VARCHAR2(100 BYTE),Bộ phân biệt loại bản ghi,,
OPENID_OPENIDAUTHORIZATIONINDEX,CREATIONDATE,VARCHAR2(100 BYTE),Creationdate,,
OPENID_OPENIDTOKENINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
OPENID_OPENIDTOKENINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
OPENID_OPENIDTOKENINDEX,TOKENID,VARCHAR2(100 BYTE),Tokenid,,
OPENID_OPENIDTOKENINDEX,APPLICATIONID,VARCHAR2(100 BYTE),Applicationid,,
OPENID_OPENIDTOKENINDEX,AUTHORIZATIONID,VARCHAR2(100 BYTE),Authorizationid,,
OPENID_OPENIDTOKENINDEX,EXPIRATIONDATE,VARCHAR2(100 BYTE),Expirationdate,,
OPENID_OPENIDTOKENINDEX,REFERENCEID,VARCHAR2(100 BYTE),Referenceid,,
OPENID_OPENIDTOKENINDEX,STATUS,VARCHAR2(100 BYTE),Trạng thái bản ghi,,
OPENID_OPENIDTOKENINDEX,SUBJECT,VARCHAR2(100 BYTE),Subject,,
OPENID_OPENIDTOKENINDEX,TYPE,VARCHAR2(100 BYTE),Bộ phân biệt loại bản ghi,,
OPENID_OPENIDTOKENINDEX,CREATIONDATE,VARCHAR2(100 BYTE),Creationdate,,
OPENID_OPENIDSCOPEINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
OPENID_OPENIDSCOPEINDEX,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
OPENID_OPENIDSCOPEINDEX,NAME,VARCHAR2(100 BYTE),Tên hiển thị,,
OPENID_OPENIDSCOPEINDEX,SCOPEID,VARCHAR2(100 BYTE),Scopeid,,
OPENID_OPENIDSCOPEBYRESOURCEINDEX_OPENID_DOCUMENT,OPENIDSCOPEBYRESOURCEINDEXID,"NUMBER(38,0)",Openidscopebyresourceindexid,,
OPENID_OPENIDSCOPEBYRESOURCEINDEX_OPENID_DOCUMENT,DOCUMENTID,"NUMBER(38,0)",Khóa ngoại tới Document.Id của Orchard (kho lưu document JSON),,
OPENID_OPENIDAPPBYREDIRECTURIINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
OPENID_OPENIDAPPBYREDIRECTURIINDEX,REDIRECTURI,VARCHAR2(100 BYTE),Redirecturi,,
OPENID_OPENIDAPPBYREDIRECTURIINDEX,COUNT,"NUMBER(38,0)",Count,,
OPENID_OPENIDAPPBYLOGOUTURIINDEX,ID,"NUMBER(38,0)",Khóa chính (tự tăng),,
