Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
Trade_HOSE,Buy - Trader No,Character,Mã người thực hiện đặt mua,,
Trade_HOSE,Buy - Trader Name,Character,Tên người thực hiện đặt mua,,
Trade_HOSE,Buy - Reference Sequence No.,Character(11),Số tham chiếu thứ tự đặt mua,,
Trade_HOSE,Sell - Order Date,Character(8),Ngày đặt lệnh bán,,
Trade_HOSE,Sell - Order Time,Character(6),Thời gian đặt lệnh bán,,
Trade_HOSE,Sell - Order Accept #,Number(11),Số thứ tự lệnh bán tại KRX — trường join về Order_HOSE,,FK → Order_HOSE.Order Accept #
Trade_HOSE,Sell - BRK #,Character(3),Mã CTCK bên bán,,FK suy luận → Member.member_code
Trade_HOSE,Sell - BRK,Character,Tên CTCK bên bán,,
Trade_HOSE,Sell - PIN,Character,Mã PIN tài khoản bên bán,,
Trade_HOSE,Sell - Acct No,Character(13),Tài khoản NĐT bên bán,,FK suy luận → Account.account_no
Trade_HOSE,Sell - Name,Character,Tên NĐT bên bán,,
Trade_HOSE,Sell - Client/House Classification Code,Character(2),Phân loại lệnh bán: 10=Client / 30=House,,
Trade_HOSE,Sell - Invest Type,Character(4),Loại hình NĐT bên bán,,
Trade_HOSE,Sell - Foreigner Investor type,Character(2),Phân loại NĐT nước ngoài bên bán,,
Trade_HOSE,Sell - Order Price,Number(15),Giá đặt lệnh bán gốc,,
Trade_HOSE,Sell - Order VOL,Number(10),Khối lượng đặt bán gốc,,
Trade_HOSE,Sell - Trader No,Character,Mã người thực hiện đặt bán,,
Trade_HOSE,Sell - Trader Name,Character,Tên người thực hiện đặt bán,,
Trade_HOSE,Sell - Reference Sequence No.,Character(11),Số tham chiếu thứ tự đặt bán,,
Order_HNX,Trade date,Character(8),Ngày giao dịch (yyyymmdd),,
Order_HNX,Market ID,Character(3),Mã thị trường (STX/UPX/BDX/DVX/HCX — HNX),,
Order_HNX,Board ID,Character(2),Loại bảng giao dịch (G1/G2/.../T1.../R1),,
Order_HNX,Issue Code,Character(12),Mã định danh chứng khoán (ISIN hoặc mã sàn),,FK suy luận → Instrument.symbol
Order_HNX,order accept time,Character(9),Thời điểm KRX matching engine tiếp nhận lệnh (hh24misss). Dùng để xếp thứ tự ưu tiên khớp.,,
Order_HNX,Member ID,Character(5),Mã thành viên giao dịch (CTCK) do Sở cấp,,FK suy luận → Member.member_code
Order_HNX,Sell/Buy Classification Code,Character(1),Chiều lệnh: 1=Sell / 2=Buy / 3=Sell/Buy,,
Order_HNX,Account Number,Character(13),Mã tài khoản giao dịch của NĐT tại CTCK,,FK suy luận → Account.account_no
Order_HNX,Order Type Code,Character(1),Loại lệnh: 1=Market / 2=Limit / 3=Stop Market / 4=Stop Limit / X=Same side limit / Y=Contrary side limit,,
Order_HNX,Order Condition Code,Character(1),Điều kiện khớp: 0=FAS / 1=GTC / 2=ATO / 3=FAK / 4=FOK / 6=GTD / 7=ATC / 9=MTL,,
Order_HNX,Client/House Classification Code,Character(2),Phân loại: 10=Client / 30=House,,
Order_HNX,Investor Classification Code,Character(4),Phân loại NĐT theo chuẩn KRX: 1000=CTCK / 2000=BH / 3000=Quỹ / 4000=Ngân hàng / 7100=Tổ chức / 8000=Cá nhân,,
Order_HNX,Order Date,Character(8),Ngày ghi nhận lệnh (yyyymmdd),,
Order_HNX,Order Reject Reason Code,Character(4),Mã lý do từ chối lệnh (chỉ có giá trị khi bị Reject),,
Order_HNX,Order Quantity,Number(10),Khối lượng đặt lệnh,,
Order_HNX,Order Price,Number(15),Giá đặt lệnh (0 nếu Market order hoặc lệnh hủy),,
Order_HNX,Public quantity,Number(10),Khối lượng hiển thị công khai của Iceberg order (≤ Order Quantity),,
Order_HNX,Condition price,Number(15),Giá kích hoạt của Stop order,,
Order_HNX,Order Reception Number,Number(11),"Số định danh lệnh tại thời điểm KRX tiếp nhận. Tăng dần, unique trong ngày.",PK (ngày+Symbol),
Order_HNX,Original Order Reception Number,Number(11),Order Reception Number của lệnh gốc khi sửa/hủy,,FK → Order_HNX.Order Reception Number
Order_HNX,Original Order Type Code,Character(1),Loại lệnh của lệnh gốc trước khi sửa,,
Order_HNX,Session ID,Character(2),Phiên giao dịch (00/10/20/30/40/80/90/99...),,
Order_HNX,Order Remaining Quantity,Number(10),Khối lượng còn lại chưa khớp,,
Order_HNX,Message Sequence,Character(11),Số thứ tự message trong luồng dữ liệu (tăng dần từ 1),,
Order_HNX,Replace/cancel classification code,Character(1),Loại action: 1=New / 2=Replace / 3=Cancel,,
Order_HNX,Quote Request Type,Character(1),Loại yêu cầu báo giá RFQ: 1=Request / 2=Cancel / 3=Confirm / 4=Reject,,
Order_HNX,Automated Cancel Processing Classification,Character(1),Lý do tự động hủy: 0=n/a / 1=Condition / 2=Batch / 3=Kill Switch / 4=Disconnect / 5=Price limit,,
Order_HNX,order ID,Character(17),Mã định danh logic của lệnh (17 ký tự),,
Order_HNX,Original order ID,Character(17),Order ID của lệnh gốc khi sửa/hủy,,FK → Order_HNX.order ID
Order_HNX,Foreign Investor Type Code,Character(2),Phân loại NĐT nước ngoài: 00=Không / 10=NN cư trú / 20=NN không cư trú,,
Trade_HNX,Trade date,Character(8),Ngày giao dịch (yyyymmdd),,
Trade_HNX,Market ID,Character(3),Mã thị trường,,
Trade_HNX,Board ID,Character(2),Loại bảng giao dịch,,
Trade_HNX,Issue Code,Character(12),Mã chứng khoán,,FK suy luận → Instrument.symbol
Trade_HNX,Trade number,Number(11),ID của giao dịch khớp — unique key,PK (ngày+Symbol),
Trade_HNX,Trade time,Character(9),Thời điểm giao dịch xảy ra (hh24misss),,
Trade_HNX,Trade price,Number(15),Giá khớp của giao dịch,,
Trade_HNX,Trade quantity,Number(10),Khối lượng giao dịch,,
Trade_HNX,Session ID,Character(2),Phiên giao dịch lúc khớp,,
Trade_HNX,Sell Replace/cancel classification code,Character(1),Loại action của lệnh bán: 1=New / 2=Replace / 3=Cancel,,
Trade_HNX,Sell member number,Character(5),Mã CTCK bên bán,,FK suy luận → Member.member_code
Trade_HNX,Sell account number,Character(13),Tài khoản NĐT bên bán,,FK suy luận → Account.account_no
Trade_HNX,Sell order type code,Character(1),Loại lệnh bán,,
Trade_HNX,Sell order condition code,Character(1),Điều kiện lệnh bán,,
Trade_HNX,Sell client/house classification,Character(2),Phân loại lệnh bán: 10=Client / 30=House,,
Trade_HNX,Sell investor classification code,Character(4),Loại hình NĐT bên bán theo chuẩn KRX,,
Trade_HNX,Sell order quantity,Number(10),Khối lượng đặt bán gốc,,
Trade_HNX,Sell order price,Number(15),Giá đặt bán gốc,,
Trade_HNX,Buy member number,Character(5),Mã CTCK bên mua,,FK suy luận → Member.member_code
Trade_HNX,Buy Replace/cancel classification code,Character(1),Loại action của lệnh mua: 1=New / 2=Replace / 3=Cancel,,
Trade_HNX,Buy account number,Character(13),Tài khoản NĐT bên mua,,FK suy luận → Account.account_no
Trade_HNX,Buy order type code,Character(1),Loại lệnh mua,,
Trade_HNX,Buy order condition code,Character(1),Điều kiện lệnh mua,,
Trade_HNX,Buy client/house classification,Character(2),Phân loại lệnh mua: 10=Client / 30=House,,
Trade_HNX,Buy investor classification code,Character(4),Loại hình NĐT bên mua theo chuẩn KRX,,
Trade_HNX,Buy order quantity,Number(10),Khối lượng đặt mua gốc,,
Trade_HNX,Buy order price,Number(15),Giá đặt mua gốc,,
Trade_HNX,Message Sequence,Character(11),Số thứ tự message trong luồng dữ liệu,,
Trade_HNX,Sell Order Reception Number,Number(11),Order Reception Number của lệnh bán — trường join về Order_HNX,,FK → Order_HNX.Order Reception Number
Trade_HNX,Buy Order Reception Number,Number(11),Order Reception Number của lệnh mua — trường join về Order_HNX,,FK → Order_HNX.Order Reception Number
Trade_HNX,Sell Quote Request Code,Character(1),Loại yêu cầu báo giá của bên bán: 1=Request / 2=Cancel / 3=Confirm / 4=Reject,,
Trade_HNX,Buy Quote Request Code,Character(1),Loại yêu cầu báo giá của bên mua,,
Trade_HNX,Execution Price of Spread First,Number(15),Giá khớp của Leg 1 trong Spread trade (phái sinh/repo 2 vế),,
Trade_HNX,Execution Price of Spread Second,Number(15),Giá khớp của Leg 2 trong Spread trade,,
Trade_HNX,Sell Foreign Investor Type Code,Character(2),Phân loại NĐT nước ngoài bên bán: 00/10/20,,
Trade_HNX,Buy Foreign Investor Type Code,Character(2),Phân loại NĐT nước ngoài bên mua: 00/10/20,,
