Target,Bảng đích,,,,,,,,,
1,rpt_impr_val,INNER JOIN,mbr_prd_rpt_1,"mbr_prd_rpt_1.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt_1.rpt_subm_st_code IN ('SUBMITTED','LATE')",,,,,,
2,mbr_prd_rpt_1,INNER JOIN,rsk_ind_val_2,"rsk_ind_val_2.prd_yr = YEAR(TO_DATE(CAST(mbr_prd_rpt_1.day_rpt AS string), 'yyyyMMdd')) AND rsk_ind_val_2.prd_val = QUARTER(TO_DATE(CAST(mbr_prd_rpt_1.day_rpt AS string), 'yyyyMMdd'))",,,,,,
3,mbr_prd_rpt_1,INNER JOIN,rsk_ind_val_3,"rsk_ind_val_3.prd_dt = PREV_BUSINESS_DAY(TO_DATE(CAST(mbr_prd_rpt_1.day_rpt AS string), 'yyyyMMdd'))",,,,,,
4,mbr_prd_rpt_1,INNER JOIN,rsk_ind_val_4,"rsk_ind_val_4.prd_dt = PREV_BUSINESS_DAY(TO_DATE(CAST(mbr_prd_rpt_1.day_rpt AS string), 'yyyyMMdd'))",,,,,,
5,mbr_prd_rpt_1,LEFT JOIN,cdr_dt_dim,cdr_dt_dim.cdr_dt_id = mbr_prd_rpt_1.day_rpt,,,,,,
6,mbr_prd_rpt_1,LEFT JOIN,ivsm_fnd_dim,ivsm_fnd_dim.fnd_code = rpt_impr_val.ivsm_fnd_code AND ivsm_fnd_dim.ds_rcrd_st = 1,,,,,,
7,mbr_prd_rpt_1,LEFT JOIN,fnd_mgt_co_dim,fnd_mgt_co_dim.co_code = rpt_impr_val.fnd_mgt_co_code AND fnd_mgt_co_dim.ds_rcrd_st = 1,,,,,,

Mapping,Mapping trường nguồn → trường đích,,,,,,,,,
#,Physical Target Column,Transformation,Data Type,Logical Target Column,,,Description,,,
1,rpt_dt_dim_id,cdr_dt_dim.cdr_dt_dim_id,string,,,,"FK ngày báo cáo — lookup qua mbr_prd_rpt.day_rpt, filter SUBMITTED/LATE",,,
2,ivsm_fnd_dim_id,ivsm_fnd_dim.ivsm_fnd_dim_id,string,,,,"FK quỹ đầu tư — lookup qua NK fnd_code, active record",,,
3,fnd_mgt_co_dim_id,fnd_mgt_co_dim.fnd_mgt_co_dim_id,string,,,,"FK CTQLQ — lookup qua NK co_code, active record",,,
4,rpt_tpl_code,rpt_impr_val.rpt_id,string,,,,Mã biểu mẫu BC — Degenerate Dimension,,,
5,rpt_prd_code,rpt_impr_val.rpt_prd_code,string,,,,Mã kỳ báo cáo — Degenerate Dimension,,,
6,fnd_nav_amt,CAST(rpt_impr_val.val AS decimal),"decimal(23,2)",,,,NAV per quỹ per kỳ từ RPTVALUES — pending O_FMS_1,,,
7,tot_ast_amt,NULL  -- PENDING,"decimal(23,2)",,,,Tổng giá trị tài sản per quỹ per kỳ — pending O_FMS_1,,,
8,listd_stk_amt,NULL  -- PENDING,"decimal(23,2)",,,,Giá trị CP niêm yết — pending O_FMS_1,,,
9,unlistd_stk_amt,NULL  -- PENDING,"decimal(23,2)",,,,Giá trị CP chưa niêm yết — pending O_FMS_1,,,
10,bond_amt,NULL  -- PENDING,"decimal(23,2)",,,,Giá trị trái phiếu — pending O_FMS_1,,,
11,cash_amt,NULL  -- PENDING,"decimal(23,2)",,,,Giá trị tiền — pending O_FMS_1,,,
12,othr_scr_amt,NULL  -- PENDING,"decimal(23,2)",,,,Giá trị CK khác — pending O_FMS_1,,,
13,othr_ast_amt,NULL  -- PENDING,"decimal(23,2)",,,,Giá trị tài sản khác — pending O_FMS_1,,,
14,gdp_ind_code,'GDP',string,,,,Mã chỉ tiêu QLRR GDP — Degenerate Dimension để tra cứu,,,
15,gdp_val,CAST(rsk_ind_val_2.val AS decimal),"decimal(23,2)",,,,GDP kỳ quý từ QLRR.risk_indicator_value (category=MACRO) — T-1: Period_Type=Quý AND Period_Year=YEAR(rpt_dt) AND Period_Value=QUARTER(rpt_dt),,,
16,vn_idx_ind_code,'VN-Index',string,,,,Mã chỉ tiêu QLRR VN-Index — Degenerate Dimension để tra cứu,,,
17,vn_idx_val,CAST(rsk_ind_val_3.val AS decimal),"decimal(23,2)",,,,VN-Index từ QLRR (category=STOCK_MARKET) — T-1: Period_Date = ngày làm việc trước rpt_dt,,,
18,ovnt_rate_ind_code,'LNH_OVERNIGHT',string,,,,Mã chỉ tiêu QLRR Lãi suất LNH qua đêm — Degenerate Dimension để tra cứu,,,
19,ovnt_rate_val,CAST(rsk_ind_val_4.val AS decimal),"decimal(5,2)",,,,Lãi suất LNH qua đêm từ QLRR (category=MONETARY) — T-1: Period_Date = ngày làm việc trước rpt_dt,,,

Final Filter,Điều kiện lọc của Main Transform,,,,,,,,,
#,Clause Type,Expression,,,,,Description,,,
