Target,Bảng đích,,,,,,,,,
11,physical_table,,atm_fnd_dstr_agnt_hstr,fnd_dstr_agnt,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1",,,,
12,scalar_cte,,fnd_dstr_agnt,cte_agnt,COUNT(fnd_dstr_agnt_id) AS dstr_agnt_cnt,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1 AND practice_st_code = 'ACTIVE'",Scalar measure: dstr_agnt_cnt,,,
13,physical_table,,atm_rpt_impr_val_hstr,rpt_impr_val,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1",,,,
14,scalar_cte,,rpt_impr_val,cte_tot_aum_amt,SUM(CAST(val AS decimal)) AS tot_aum_amt,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1 AND rpt_id = '<rpt_id>' AND rpt_shet_id = '<rpt_shet_id>' AND rpt_trgt_id = 'AUM_ROW'",Scalar measure: tot_aum_amt,,,
15,scalar_cte,,rpt_impr_val,cte_tot_dscr_ctr_cnt,SUM(CAST(val AS int)) AS tot_dscr_ctr_cnt,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1 AND rpt_trgt_id = '180101'",Scalar measure: tot_dscr_ctr_cnt,,,

Relationship,Quan hệ giữa các bảng / CTE nguồn,,,,,,,,,
#,Main Alias,Join Type,Join Alias,Join On,,,Description,,,
1,mbr_prd_rpt,LEFT JOIN,cdr_dt_dim,cdr_dt_dim.cdr_dt_id = mbr_prd_rpt.day_rpt,,,,,,

Mapping,Mapping trường nguồn → trường đích,,,,,,,,,
#,Physical Target Column,Transformation,Data Type,Logical Target Column,,,Description,,,
1,snpst_dt_dim_id,cdr_dt_dim.cdr_dt_dim_id,string,,,,"FK ngày snapshot — lookup qua mbr_prd_rpt.day_rpt, filter SUBMITTED/LATE",,,
2,actv_co_cnt,cte_co.actv_co_cnt,int,,,,COUNT CTQLQ Life Cycle Status = đang hoạt động tại tháng snapshot,,,
3,ivsm_fnd_cnt,cte_fnd.ivsm_fnd_cnt,int,,,,COUNT quỹ đầu tư tất cả loại hình tại tháng snapshot,,,
4,retmt_fnd_cnt,cte_retmt.retmt_fnd_cnt,int,,,,COUNT quỹ hưu trí tại tháng snapshot,,,
5,frgn_ou_rep_ofc_cnt,cte_vpdd.frgn_ou_rep_ofc_cnt,int,,,,COUNT VPĐD CTQLQ nước ngoài tại VN,,,
6,frgn_ou_brch_cnt,cte_brch.frgn_ou_brch_cnt,int,,,,COUNT Chi nhánh CTQLQ nước ngoài tại VN,,,
7,dstr_agnt_cnt,cte_agnt.dstr_agnt_cnt,int,,,,COUNT đại lý phân phối CCQ tại tháng snapshot,,,
8,tot_aum_amt,cte_tot_aum_amt.tot_aum_amt,"decimal(23,2)",,,,Tổng AUM toàn thị trường từ BC RPTVALUES — pending O_FMS_1,,,
9,tot_dscr_ctr_cnt,cte_tot_dscr_ctr_cnt.tot_dscr_ctr_cnt,int,,,,Tổng số HĐ UTDM toàn thị trường từ BC RPTVALUES mã 180101 — pending O_FMS_1,,,

Final Filter,Điều kiện lọc của Main Transform,,,,,,,,,
#,Clause Type,Expression,,,,,Description,,,
