4;;;Tỷ lệ chào bán thành công;chào bán thành công / Tổng số lượng CK được cấp phép chào bán.;Dashboard;Chỉ tiêu phái sinh;TB;ngày;IDS - QLCB;x;x;;Done;;company_securities_issuance;(successful_security_qty/planned_security_qty)*100%;;;;;;
5;;Hồ sơ đăng ký chào bán/ Tỷ lệ xử lý hồ sơ;Tỷ lệ hồ sơ đăng ký;Số lượng hồ sơ đăng ký/Tổng số lượng hồ sơ;Dashboard;Chỉ tiêu phái sinh;TB;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Tỷ lệ hồ sơ đang xử lý;Số lượng hồ sơ đang xử lý/Tổng số lượng hồ sơ;Dashboard;Chỉ tiêu phái sinh;TB;ngày;TTHC;;x;;Pending;;HOSO;;;;;;;
5;;;Tỷ lệ hồ sơ đã chấp thuận;Số lượng hồ sơ đã được chấp thuận/Tổng số lượng hồ sơ;Dashboard;Chỉ tiêu phái sinh;TB;ngày;TTHC;;x;;Pending;;HOSO;;;;;;;
5;;;Tỷ lệ hồ sơ bị từ chối;Số lượng hồ sơ bị từ chối/Tổng số lượng hồ sơ;Dashboard;Chỉ tiêu phái sinh;TB;ngày;TTHC;;x;;Pending;;HOSO;;;;;;;
5;;Hồ sơ đăng ký chào bán/Bảng chi tiết hồ sơ chào bán & phát hành;Hình thức chào bán;Hình thức chào bán/phát hành chứng khoán mà doanh nghiệp lựa chọn để huy động vốn từ thị trường.;Dashboard;Chỉ tiêu cơ sở;Dễ;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Năm;Thời gian hồ sơ đăng ký;Dashboard;Chỉ tiêu cơ sở;Dễ;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Số lượng hồ sơ đăng ký;Số lượng hồ sơ đăng ký chào bán;Dashboard;Chỉ tiêu cơ sở;Dễ;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Số lượng hồ sơ đang xử lý;Số lượng hồ sơ đăng ký chào bán đang xử lý;Dashboard;Chỉ tiêu cơ sở;Dễ;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Số lượng hồ sơ đã cấp phép;Số lượng hồ sơ đăng ký chào bán đã được cấp phép;Dashboard;Chỉ tiêu cơ sở;Dễ;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Số lượng hồ sơ bị từ chối;Số lượng hồ sơ đăng ký chào bán bị từ chối;Dashboard;Chỉ tiêu cơ sở;Dễ;ngày;TTHC;x;x;;Pending;;HOSO;;;;;;;
5;;;Tổng hồ sơ;Tổng số lượng hồ sơ đăng ký chào bán;Dashboard;Chỉ tiêu phái sinh;TB;ngày;TTHC;;x;;Pending;;HOSO;;;;;;;
6;;Chào bán và phát hành/Thông tin cơ sở;Thời điểm báo cáo;Thời điểm báo cáo;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày;IDS - QLCB;x;x;;Doing;;report_catalog;report_year;;;;;;
6;;;Chuyên viên;Chuyên viên;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;;;;;;;;
6;;;Tên công ty;Tên công ty;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_profiles;company_name_vn;;;;;;
6;;;Mã chứng khoán;Mã chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_profiles;equity_ticker;;;;;;
6;;;Sàn;Sàn;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_profiles;equity_listing_exch_cd;;;;;;
6;;;Loại chứng khoán;Loại chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_profiles;securities_type_cd;;;;;;
7;;Chào bán và phát hành/Thông tin công văn cấp phép;Số giấy chứng nhận;Số giấy chứng nhận;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_securities_issuance;certificate_no;;;;;;
7;;;Ngày cấp giấy chứng nhận;Ngày cấp giấy chứng nhận;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_securities_issuance;Ngày giấy chứng nhận;;;;;;
7;;;Số công văn gửi công ty;Số công văn gửi công ty;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_securities_issuance;ssc_official_doc_no;;;;;;
7;;;Ngày công văn;Ngày công văn;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;company_securities_issuance;ssc_official_doc_date;;;;;;
7;;;Hình thức phát hành;Hình thức phát hành;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Done;;;"Hình thức phát hành gồm:
- Công chúng
- Riêng lẻ
- ESOP
- Trả cổ tức
- Phát hành tăng vốn từ vốn chủ sở hữu
- Khác";;;;;;
8;;Chào bán và phát hành/Thông tin cấp phép chào bán;Số lượng cấp phép;Số lượng cấp phép;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;planned_security_qty;;;;;;
8;;;Giá (cấp phép);Giá theo quyết định cấp phép chào bán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;planned_security_qty;;;;;;
8;;;Giá trị cấp phép;Giá trị cấp phép chào bán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;planned_proceeds_am;;;;;;
8;;;Số lượng người lao động;Số lượng người lao động;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
8;;;Đối tượng;Đối tượng được chào bán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
8;;;Mục đích sử dụng vốn;Mục đích sử dụng vốn;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
9;;Chào bán và phát hành/Thông tin kết quả chào bán;Số lượng thực tế;Số lượng thực tế chào bán phát hành;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
9;;;Giá thực tế;Giá thực tế chào bán phát hành;Data Explorer;Chỉ tiêu cơ sở;TB;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
9;;;Giá trị thực tế;Giá trị thực tế chào bán phát hành;Data Explorer;Chỉ tiêu cơ sở;TB;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
9;;;Số lượng người lao động;Số lượng người lao động;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
9;;;Đối tượng;Đối tượng được chào bán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Mã chứng khoán;IDS - QLCB;x;x;;Doing;;company_securities_issuance;;;;;;;
