gold_entity,gold_table,gold_attribute,gold_column,nullable,data_domain,data_type,key,description,source_entity,silver_table,source_attribute,silver_column
Public Company Dimension,pblc_co_dim,Public Company English Name,pblc_co_english_nm,true,Text,string,,Tên công ty đại chúng (tiếng Anh) — IDS.company_profiles.company_name_en,Public Company,pblc_co,Public Company English Name,pblc_co_english_nm
Public Company Dimension,pblc_co_dim,Equity Ticker,eqty_ticker,true,Text,string,,Mã chứng khoán cổ phiếu (hiển thị trên UI) — IDS.company_profiles.equity_ticker,Public Company,pblc_co,Equity Ticker,eqty_ticker
Public Company Dimension,pblc_co_dim,Industry Category Level1 Code,idy_cgy_level1_code,false,Classification Value,string,FK → Classification Dimension (scheme: IDS_INDUSTRY_CATEGORY),Mã ngành cấp 1 — IDS.company_detail.category_l1_id,Public Company,pblc_co,Industry Category Level1 Code,idy_cgy_level1_code
Public Company Dimension,pblc_co_dim,Industry Category Level2 Code,idy_cgy_level2_code,false,Classification Value,string,FK → Classification Dimension (scheme: IDS_INDUSTRY_CATEGORY),Mã ngành cấp 2 — IDS.company_detail.category_l2_id,Public Company,pblc_co,Industry Category Level2 Code,idy_cgy_level2_code
Public Company Dimension,pblc_co_dim,Equity Listing Exchange Code,eqty_listing_exg_code,false,Classification Value,string,FK → Classification Dimension (scheme: IDS_EQUITY_LISTING_EXCH),Sàn niêm yết cổ phiếu (HNX/HOSE/UPCoM) — IDS.company_profiles.equity_listing_exch_cd,Public Company,pblc_co,Equity Listing Exchange Code,eqty_listing_exg_code
Public Company Dimension,pblc_co_dim,Effective Date,eff_dt,true,Date,date,,Ngày hiệu lực SCD2,Generated,,ETL derived,
Public Company Dimension,pblc_co_dim,Expiry Date,expiry_dt,true,Date,date,,Ngày hết hiệu lực SCD2 (9999-12-31 = bản hiện hành),Generated,,ETL derived,
Industry Category Dimension,idy_cgy_dim,Industry Category Dimension Id,idy_cgy_dim_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Industry Category Dimension,idy_cgy_dim,Industry Category Level1 Code,idy_cgy_level1_code,false,Classification Value,string,BK,Mã ngành cấp 1 (BK) — IDS.company_detail.category_l1_id. ETL extract từ Public Company.,Public Company,pblc_co,Industry Category Level1 Code,idy_cgy_level1_code
Industry Category Dimension,idy_cgy_dim,Industry Category Level1 Name,idy_cgy_level1_nm,true,Text,string,,Tên ngành cấp 1 (tiếng Việt) — ETL lookup từ bảng danh mục ngành IDS,Generated,,ETL derived,
Industry Category Dimension,idy_cgy_dim,Industry Category Level2 Code,idy_cgy_level2_code,true,Classification Value,string,,Mã ngành cấp 2 — IDS.company_detail.category_l2_id,Public Company,pblc_co,Industry Category Level2 Code,idy_cgy_level2_code
Industry Category Dimension,idy_cgy_dim,Industry Category Level2 Name,idy_cgy_level2_nm,true,Text,string,,Tên ngành cấp 2 (tiếng Việt) — ETL lookup từ bảng danh mục ngành IDS,Generated,,ETL derived,
Industry Category Dimension,idy_cgy_dim,Effective Date,eff_dt,true,Date,date,,Ngày hiệu lực SCD2,Generated,,ETL derived,
Industry Category Dimension,idy_cgy_dim,Expiry Date,expiry_dt,true,Date,date,,Ngày hết hiệu lực SCD2 (9999-12-31 = bản hiện hành),Generated,,ETL derived,
Fact Securities Offering,fct_scr_ofrg,SSC Official Document Date Dimension Id,ssc_offc_doc_dt_dim_id,false,Surrogate Dimension Key,string,FK → Calendar Date Dimension,FK lịch theo ngày công văn UBCKNN — ETL lookup từ Public Company Securities Offering.SSC Official Document Date (IDS.company_securities_issuance.ssc_official_doc_date). Xem O_QLCB_3 (Closed).,Public Company Securities Offering,pblc_co_scr_ofrg,SSC Official Document Date,ssc_offc_doc_dt
Fact Securities Offering,fct_scr_ofrg,Public Company Dimension Id,pblc_co_dim_id,false,Surrogate Dimension Key,string,FK → Public Company Dimension,FK công ty đại chúng — ETL lookup từ Public Company Securities Offering.Public Company Id (IDS.company_securities_issuance.company_profile_id),Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Id,pblc_co_id
Fact Securities Offering,fct_scr_ofrg,Industry Category Dimension Id,idy_cgy_dim_id,false,Surrogate Dimension Key,string,FK → Industry Category Dimension,FK ngành cấp 1 — ETL lookup từ Public Company.Industry Category Level1 Code (IDS.company_detail.category_l1_id) tại thời điểm ssc_official_doc_date,Public Company,pblc_co,Industry Category Level1 Code,idy_cgy_level1_code
Fact Securities Offering,fct_scr_ofrg,Securities Offering Code,scr_ofrg_code,true,Text,string,DD,Mã đợt chào bán (DD) — IDS.company_securities_issuance.id (PK nguồn). Degenerate Dimension.,Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Securities Offering Code,pblc_co_scr_ofrg_code
Fact Securities Offering,fct_scr_ofrg,Security Type Code,scr_tp_code,false,Classification Value,string,FK → Classification Dimension (scheme: IDS_ISSUANCE_SECURITY_TYPE),Loại CK phát hành — IDS.company_securities_issuance.security_type_cd,Public Company Securities Offering,pblc_co_scr_ofrg,Security Type Code,scr_tp_code
Fact Securities Offering,fct_scr_ofrg,Offering Type Category Code,ofrg_tp_cgy_code,false,Classification Value,string,FK → Classification Dimension (scheme: QLCB_OFFERING_TYPE_CATEGORY),Loại hình chào bán (ETL derived từ planned_qty cao nhất) — Scheme: QLCB_OFFERING_TYPE_CATEGORY. Xem O_QLCB_1 (Closed).,Generated,,ETL derived,
Fact Securities Offering,fct_scr_ofrg,Planned Security Quantity,pln_scr_qty,true,Small Counter,int,,Tổng số CK dự kiến chào bán — IDS.company_securities_issuance.planned_security_qty,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Security Quantity,pln_scr_qty
Fact Securities Offering,fct_scr_ofrg,Planned Proceeds Amount,pln_procd_amt,true,Currency Amount,"decimal(23,2)",,Tổng tiền dự kiến thu được (VNĐ) — IDS.company_securities_issuance.planned_proceeds_am,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Proceeds Amount,pln_procd_amt
Fact Securities Offering,fct_scr_ofrg,Successful Security Quantity,scss_scr_qty,true,Small Counter,int,,Tổng số CK chào bán thành công — IDS.company_securities_issuance.successful_security_qty,Public Company Securities Offering,pblc_co_scr_ofrg,Successful Security Quantity,scss_scr_qty
Fact Securities Offering,fct_scr_ofrg,Actual Proceeds Amount,act_procd_amt,true,Currency Amount,"decimal(23,2)",,Tổng tiền thực thu (VNĐ) — IDS.company_securities_issuance.actual_proceeds_am,Public Company Securities Offering,pblc_co_scr_ofrg,Actual Proceeds Amount,act_procd_amt
Fact Securities Offering,fct_scr_ofrg,Certificate Issue Date,ctf_issu_dt,true,Date,date,,Ngày cấp GCN chào bán (lưu thêm làm reference) — IDS.company_securities_issuance.certificate_issue_date. Không phải FK date chính. Xem O_QLCB_3 (Closed).,Public Company Securities Offering,pblc_co_scr_ofrg,Certificate Issue Date,ctf_issu_dt
Fact Securities Offering,fct_scr_ofrg,Offering Start Date,ofrg_strt_dt,true,Date,date,,Ngày bắt đầu chào bán CK — IDS.company_securities_issuance.offering_start_date,Public Company Securities Offering,pblc_co_scr_ofrg,Offering Start Date,
Fact Securities Offering,fct_scr_ofrg,Offering End Date,ofrg_end_dt,true,Date,date,,Ngày kết thúc chào bán CK — IDS.company_securities_issuance.offering_end_date,Public Company Securities Offering,pblc_co_scr_ofrg,Offering End Date,ofrg_end_dt
Fact Securities Offering,fct_scr_ofrg,SSC Official Document Date,ssc_offc_doc_dt,true,Date,date,,Ngày công văn UBCKNN — FK date chính trên Fact (IDS.company_securities_issuance.ssc_official_doc_date). Xem O_QLCB_3 (Closed).,Public Company Securities Offering,pblc_co_scr_ofrg,SSC Official Document Date,ssc_offc_doc_dt
Fact Securities Offering,fct_scr_ofrg,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Securities Offering Code,scr_ofrg_code,false,Text,string,PK,Mã đợt chào bán (PK bảng tác nghiệp) — IDS.company_securities_issuance.id,Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Securities Offering Code,pblc_co_scr_ofrg_code
Securities Offering 360 Profile,scr_ofrg_360_prfl,Public Company Code,pblc_co_code,true,Text,string,,Mã định danh công ty đại chúng — IDS.company_profiles.id,Public Company,pblc_co,Public Company Code,pblc_co_code
Securities Offering 360 Profile,scr_ofrg_360_prfl,Public Company Name,pblc_co_nm,true,Text,string,,Tên công ty đại chúng (tiếng Việt) — IDS.company_profiles.company_name_vn,Public Company,pblc_co,Public Company Name,pblc_co_nm
Securities Offering 360 Profile,scr_ofrg_360_prfl,Public Company English Name,pblc_co_english_nm,true,Text,string,,Tên công ty đại chúng (tiếng Anh) — IDS.company_profiles.company_name_en,Public Company,pblc_co,Public Company English Name,pblc_co_english_nm
Securities Offering 360 Profile,scr_ofrg_360_prfl,Equity Ticker,eqty_ticker,true,Text,string,,Mã chứng khoán cổ phiếu (hiển thị trên UI) — IDS.company_profiles.equity_ticker,Public Company,pblc_co,Equity Ticker,eqty_ticker
Securities Offering 360 Profile,scr_ofrg_360_prfl,Industry Category Level1 Code,idy_cgy_level1_code,true,Classification Value,string,,Mã ngành cấp 1 — IDS.company_detail.category_l1_id,Public Company,pblc_co,Industry Category Level1 Code,idy_cgy_level1_code
Securities Offering 360 Profile,scr_ofrg_360_prfl,Industry Category Level2 Code,idy_cgy_level2_code,true,Classification Value,string,,Mã ngành cấp 2 — IDS.company_detail.category_l2_id,Public Company,pblc_co,Industry Category Level2 Code,idy_cgy_level2_code
Securities Offering 360 Profile,scr_ofrg_360_prfl,Equity Listing Exchange Code,eqty_listing_exg_code,true,Classification Value,string,,Sàn niêm yết — IDS.company_profiles.equity_listing_exch_cd,Public Company,pblc_co,Equity Listing Exchange Code,eqty_listing_exg_code
Securities Offering 360 Profile,scr_ofrg_360_prfl,Security Type Code,scr_tp_code,true,Classification Value,string,,Loại CK phát hành — IDS.company_securities_issuance.security_type_cd. Scheme: IDS_ISSUANCE_SECURITY_TYPE,Public Company Securities Offering,pblc_co_scr_ofrg,Security Type Code,scr_tp_code
Securities Offering 360 Profile,scr_ofrg_360_prfl,Offering Type Category Code,ofrg_tp_cgy_code,true,Classification Value,string,,Loại hình chào bán (ETL derived) — Scheme: QLCB_OFFERING_TYPE_CATEGORY. Xem O_QLCB_1 (Closed).,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Certificate Number,ctf_nbr,true,Text,string,,Số GCN chào bán — IDS.company_securities_issuance.certificate_no,Public Company Securities Offering,pblc_co_scr_ofrg,Certificate Number,ctf_nbr
Securities Offering 360 Profile,scr_ofrg_360_prfl,Certificate Issue Date,ctf_issu_dt,true,Date,date,,Ngày cấp GCN chào bán — IDS.company_securities_issuance.certificate_issue_date,Public Company Securities Offering,pblc_co_scr_ofrg,Certificate Issue Date,ctf_issu_dt
Securities Offering 360 Profile,scr_ofrg_360_prfl,SSC Official Document Number,ssc_offc_doc_nbr,true,Text,string,,Số công văn UBCKNN — IDS.company_securities_issuance.ssc_official_doc_no,Public Company Securities Offering,pblc_co_scr_ofrg,SSC Official Document Number,ssc_offc_doc_nbr
Securities Offering 360 Profile,scr_ofrg_360_prfl,SSC Official Document Date,ssc_offc_doc_dt,true,Date,date,,Ngày ra công văn UBCKNN — IDS.company_securities_issuance.ssc_official_doc_date,Public Company Securities Offering,pblc_co_scr_ofrg,SSC Official Document Date,ssc_offc_doc_dt
Securities Offering 360 Profile,scr_ofrg_360_prfl,Offering Start Date,ofrg_strt_dt,true,Date,date,,Ngày bắt đầu chào bán CK — IDS.company_securities_issuance.offering_start_date,Public Company Securities Offering,pblc_co_scr_ofrg,Offering Start Date,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Offering End Date,ofrg_end_dt,true,Date,date,,Ngày kết thúc chào bán CK — IDS.company_securities_issuance.offering_end_date,Public Company Securities Offering,pblc_co_scr_ofrg,Offering End Date,ofrg_end_dt
Securities Offering 360 Profile,scr_ofrg_360_prfl,Multi Offering Flag,multi_ofrg_f,true,Boolean,boolean,,Có chào bán nhiều đợt — IDS.company_securities_issuance.multi_offering_flg,Public Company Securities Offering,pblc_co_scr_ofrg,Multi Offering Flag,multi_ofrg_f
Securities Offering 360 Profile,scr_ofrg_360_prfl,Created By Login Name,crt_by_login_nm,true,Text,string,,Chuyên viên (login_name kỹ thuật) — IDS.company_securities_issuance.created_by. Xem O_QLCB_5 (Closed).,Public Company Securities Offering,pblc_co_scr_ofrg,Created By Login Name,crt_by_login_nm
Securities Offering 360 Profile,scr_ofrg_360_prfl,Planned Security Quantity,pln_scr_qty,true,Small Counter,int,,Tổng số CK dự kiến chào bán — IDS.company_securities_issuance.planned_security_qty,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Security Quantity,pln_scr_qty
Securities Offering 360 Profile,scr_ofrg_360_prfl,Planned Proceeds Amount,pln_procd_amt,true,Currency Amount,"decimal(23,2)",,Tổng tiền dự kiến thu được (VNĐ) — IDS.company_securities_issuance.planned_proceeds_am,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Proceeds Amount,pln_procd_amt
Securities Offering 360 Profile,scr_ofrg_360_prfl,Planned Offering Price,pln_ofrg_prc,true,Currency Amount,"decimal(23,2)",,Giá cấp phép theo loại hình chính (ETL pick theo Offering Type Category Code). Xem O_QLCB_5 (Closed).,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Planned Offering Target,pln_ofrg_trgt,true,Text,string,,Đối tượng cấp phép theo loại hình chính (ETL pick). Xem O_QLCB_5.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Planned Employee Quantity,pln_empe_qty,true,Small Counter,int,,Số lượng NLĐ cấp phép theo loại hình chính (ETL pick). Xem O_QLCB_5.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Capital Usage Plan,cptl_usg_pln,true,Text,string,,Mục đích sử dụng vốn — IDS.company_securities_issuance.capital_usage_plan,Public Company Securities Offering,pblc_co_scr_ofrg,Capital Usage Plan,cptl_usg_pln
Securities Offering 360 Profile,scr_ofrg_360_prfl,Advisory Firm Name,advisory_firm_nm,true,Text,string,,Đơn vị tư vấn — PENDING (nguồn TTHC chưa có Silver). Xem O_QLCB_2.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Audit Organization Name,audt_org_nm,true,Text,string,,Tổ chức kiểm toán — PENDING (nguồn TTHC chưa có Silver). Xem O_QLCB_2.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Underwriter Name,underwriter_nm,true,Text,string,,Đơn vị bảo lãnh — PENDING (nguồn TTHC chưa có Silver). Xem O_QLCB_2.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Credit Rating Agency Name,cr_rtg_agnc_nm,true,Text,string,,Đơn vị xếp hạng tín nhiệm — PENDING (nguồn TTHC chưa có Silver). Xem O_QLCB_2.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Successful Security Quantity,scss_scr_qty,true,Small Counter,int,,Tổng số CK chào bán thành công — IDS.company_securities_issuance.successful_security_qty,Public Company Securities Offering,pblc_co_scr_ofrg,Successful Security Quantity,scss_scr_qty
Securities Offering 360 Profile,scr_ofrg_360_prfl,Actual Proceeds Amount,act_procd_amt,true,Currency Amount,"decimal(23,2)",,Tổng tiền thực thu (VNĐ) — IDS.company_securities_issuance.actual_proceeds_am,Public Company Securities Offering,pblc_co_scr_ofrg,Actual Proceeds Amount,act_procd_amt
Securities Offering 360 Profile,scr_ofrg_360_prfl,Result Offering Price,rslt_ofrg_prc,true,Currency Amount,"decimal(23,2)",,Giá thực tế theo loại hình chính (ETL pick). Xem O_QLCB_5.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Result Offering Target,rslt_ofrg_trgt,true,Text,string,,Đối tượng thực tế theo loại hình chính (ETL pick). Xem O_QLCB_5.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Result Employee Quantity,rslt_empe_qty,true,Small Counter,int,,Số lượng NLĐ thực tế theo loại hình chính (ETL pick). Xem O_QLCB_5.,Generated,,ETL derived,
Securities Offering 360 Profile,scr_ofrg_360_prfl,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
