gold_entity,gold_table,gold_attribute,gold_column,nullable,data_domain,data_type,key,description,source_entity,silver_table,source_attribute,silver_column
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Reporting Period Code,rpt_prd_code,True,Text,string,,DD — kỳ báo cáo ← FMS.RPTVALUES.PrdId,Reporting Period,rpt_prd,Reporting Period Code,rpt_prd_code
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Fund NAV Amount,fnd_nav_amt,True,Currency Amount,"decimal(23,2)",,NAV quỹ per kỳ. PENDING O_FMS_1: cell code WHERE SheetId=<nav_sheet> AND TgtId=<nav_target>,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Total Asset Amount,tot_ast_amt,True,Currency Amount,"decimal(23,2)",,Tổng tài sản. PENDING O_FMS_1: cell code phân bổ tài sản,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Listed Stock Amount,list_stk_amt,True,Currency Amount,"decimal(23,2)",,CP niêm yết. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Unlisted Stock Amount,unlisted_stk_amt,True,Currency Amount,"decimal(23,2)",,CP chưa niêm yết. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Bond Amount,bond_amt,True,Currency Amount,"decimal(23,2)",,Trái phiếu. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Cash Amount,cash_amt,True,Currency Amount,"decimal(23,2)",,Tiền mặt. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Other Securities Amount,othr_scr_amt,True,Currency Amount,"decimal(23,2)",,CK khác. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Other Asset Amount,othr_ast_amt,True,Currency Amount,"decimal(23,2)",,Tài sản khác. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,GDP Indicator Code,gdp_ind_code,True,Text,string,,DD — mã chỉ tiêu GDP trong QLRR (MACRO). T-1: Period_Year+Quarter(Report_Date),Risk Indicator Value,rsk_ind_val,Risk Indicator Code,rsk_ind_code
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,GDP Value,gdp_val,True,Currency Amount,"decimal(23,2)",,Giá trị GDP ← QLRR cross-module. ETL join: Period_Type=Quý AND Period_Year=YEAR(Rpt_Date) AND Period_Value=QUARTER(Rpt_Date),Risk Indicator Value,rsk_ind_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,VN Index Indicator Code,vn_indx_ind_code,True,Text,string,,DD — mã chỉ tiêu VN-Index trong QLRR (STOCK_MARKET). T-1: Period_Date=ngày LV trước Report_Date,Risk Indicator Value,rsk_ind_val,Risk Indicator Code,rsk_ind_code
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,VN Index Value,vn_indx_val,True,Currency Amount,"decimal(23,2)",,VN-Index ← QLRR cross-module. ETL join: Period_Type=Ngày AND Period_Date=ngày LV trước Rpt_Date,Risk Indicator Value,rsk_ind_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Overnight Rate Indicator Code,ovngt_rate_ind_code,True,Text,string,,DD — mã chỉ tiêu Lãi suất LNH qua đêm (MONETARY). T-1: Period_Date=ngày LV trước Report_Date,Risk Indicator Value,rsk_ind_val,Risk Indicator Code,rsk_ind_code
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Overnight Rate Value,ovngt_rate_val,True,Percentage,"decimal(5,2)",,Lãi suất LNH qua đêm ← QLRR. ETL join T-1: Period_Date=ngày LV trước Rpt_Date,Risk Indicator Value,rsk_ind_val,Value,val
Fact Investment Fund NAV Snapshot,fct_ivsm_fnd_nav_snpst,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Snapshot Date Dimension Id,snpst_dt_dim_id,False,Surrogate Dimension Key,string,FK → Calendar Date Dimension,FK lịch — snapshot date cuối năm,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Total Fund Count,tot_fnd_cnt,True,Small Counter,int,,COUNT(Investment Fund) tất cả loại hình ← FMS.FUNDS,Investment Fund,ivsm_fnd,Investment Fund Id,ivsm_fnd_id
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Open Fund Count,opn_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = Quỹ mở. PENDING O_FMS_10: chờ code cụ thể,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Member Fund Count,mbr_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = Quỹ thành viên. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,ETF Fund Count,etf_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = Quỹ ETF. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Closed Fund Count,cls_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = Quỹ đóng. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Real Estate Fund Count,real_estate_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = Quỹ BĐS. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Money Market Fund Count,mny_mkt_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = QĐT CCTTTT. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Infrastructure Bond Fund Count,nfrstr_bond_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = QĐT TP hạ tầng. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Retirement Fund Count,retm_fnd_cnt,True,Small Counter,int,,COUNT WHERE Fund_Type_Code = Quỹ hưu trí. PENDING O_FMS_10,Generated,,ETL derived,
Fact Investment Fund Count Snapshot,fct_ivsm_fnd_cnt_snpst,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Fact Investment Fund CCQ Snapshot,fct_ivsm_fnd_ccq_snpst,Report Date Dimension Id,rpt_dt_dim_id,False,Surrogate Dimension Key,string,FK → Calendar Date Dimension,FK lịch — snapshot date cuối tháng tích lũy CCQ ← Investment Fund Certificate Transfer.Transfer Date,Generated,,ETL derived,
Fact Investment Fund CCQ Snapshot,fct_ivsm_fnd_ccq_snpst,Investment Fund Dimension Id,ivsm_fnd_dim_id,False,Surrogate Dimension Key,string,FK → Investment Fund Dimension,FK quỹ ← Investment Fund Certificate Transfer.Investment Fund Id,Generated,,ETL derived,
Fact Investment Fund CCQ Snapshot,fct_ivsm_fnd_ccq_snpst,Report Template Code,rpt_tpl_code,True,Text,string,,DD — nguồn định danh (TRANSFERMBF) để phân biệt với RPTVALUES,Generated,,ETL derived,
Fact Investment Fund CCQ Snapshot,fct_ivsm_fnd_ccq_snpst,Reporting Period Code,rpt_prd_code,True,Text,string,,DD — kỳ snapshot YYYY-MM — ETL derived từ Transfer Date (cuối tháng),Generated,,ETL derived,
Fact Investment Fund CCQ Snapshot,fct_ivsm_fnd_ccq_snpst,Outstanding Unit Count,otsnd_unit_cnt,True,Currency Amount,"decimal(23,2)",,SUM(Transfer_Quantity WHERE Transfer_Type_Code=MUA) − SUM(WHERE Transfer_Type_Code=BAN) per quỹ per tháng ← FMS.TRANSFERMBF,Investment Fund Certificate Transfer,ivsm_fnd_ctf_tfr,Transfer Quantity,tfr_qty
Fact Investment Fund CCQ Snapshot,fct_ivsm_fnd_ccq_snpst,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Fund Management Company Profile,fnd_mgt_co_prfl,Fund Management Company Id,fnd_mgt_co_id,False,Surrogate Key,string,PK,Silver PK ← FMS.SECURITIES,Fund Management Company,fnd_mgt_co,Fund Management Company Id,fnd_mgt_co_id
Fund Management Company Profile,fnd_mgt_co_prfl,Company Code,co_code,True,Text,string,,Mã CTQLQ ← FMS.SECURITIES.Id,Fund Management Company,fnd_mgt_co,Fund Management Company Code,fnd_mgt_co_code
Fund Management Company Profile,fnd_mgt_co_prfl,Company Name,co_nm,True,Text,string,,Tên đầy đủ ← FMS.SECURITIES.FullName,Fund Management Company,fnd_mgt_co,Fund Management Company Name,fnd_mgt_co_nm
Fund Management Company Profile,fnd_mgt_co_prfl,Company Short Name,co_shrt_nm,True,Text,string,,Tên viết tắt ← FMS.SECURITIES.ShortName,Fund Management Company,fnd_mgt_co,Fund Management Company Short Name,fnd_mgt_co_shrt_nm
Fund Management Company Profile,fnd_mgt_co_prfl,Life Cycle Status Code,lcs_code,True,Classification Value,string,,Trạng thái vòng đời ← FMS.SECURITIES.Status,Fund Management Company,fnd_mgt_co,Life Cycle Status Code,lcs_code
Fund Management Company Profile,fnd_mgt_co_prfl,Charter Capital Amount,charter_cptl_amt,True,Currency Amount,"decimal(23,2)",,Vốn điều lệ ← FMS.SECURITIES.SecCapital,Fund Management Company,fnd_mgt_co,Charter Capital Amount,charter_cptl_amt
Fund Management Company Profile,fnd_mgt_co_prfl,Equity Amount,eqty_amt,True,Currency Amount,"decimal(23,2)",,Vốn CSH ← FMS.RPTVALUES BCTC mã 400. PENDING O_FMS_4: chờ ETL team xác nhận cell code,Report Import Value,rpt_impr_val,Value,val
Fund Management Company Profile,fnd_mgt_co_prfl,Total AUM Amount,tot_aum_amt,True,Currency Amount,"decimal(23,2)",,AUM CTQLQ ← FMS.RPTVALUES. PENDING O_FMS_1: cell code AUM per CTQLQ,Report Import Value,rpt_impr_val,Value,val
Fund Management Company Profile,fnd_mgt_co_prfl,Net Profit Amount,net_pft_amt,True,Currency Amount,"decimal(23,2)",,Lợi nhuận ← FMS.RPTVALUES BCTC gần nhất. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Fund Management Company Profile,fnd_mgt_co_prfl,Investment Fund Count,ivsm_fnd_cnt,True,Small Counter,int,,COUNT(Investment Fund) per CTQLQ ← FMS.FUNDS db,Generated,,ETL derived,
Fund Management Company Profile,fnd_mgt_co_prfl,Discretionary Contract Count,dscr_ctr_cnt,True,Small Counter,int,,COUNT(Discretionary Investment Account) per CTQLQ ← FMS.INVESACC db,Generated,,ETL derived,
Fund Management Company Profile,fnd_mgt_co_prfl,Rank Class Code,rank_clss_code,True,Classification Value,string,,Xếp loại ← FMS.RANK.RankClass (A/B/C),Member Rating,mbr_rtg,Rank Class Code,rank_clss_code
Fund Management Company Profile,fnd_mgt_co_prfl,Total Score,tot_scor,True,Percentage,"decimal(5,2)",,CAMEL score ← FMS.RANK.TotalScore,Member Rating,mbr_rtg,Total Score,tot_scor
Fund Management Company Profile,fnd_mgt_co_prfl,Rating Period End Date,rtg_prd_end_dt,True,Date,date,,Ngày kết thúc kỳ đánh giá ← FMS.RATINGPD — lấy kỳ gần nhất ≤ tháng slicer,Member Rating Period,mbr_rtg_prd,Rating Period End Date,rtg_prd_end_dt
Fund Management Company Profile,fnd_mgt_co_prfl,Report Period Code,rpt_prd_code,True,Text,string,,Kỳ BC gần nhất có dữ liệu ← FMS.RPTMEMBER.PrdId,Member Periodic Report,mbr_prd_rpt,Reporting Period Code,rpt_prd_code
Fund Management Company Profile,fnd_mgt_co_prfl,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund Management Company Id,fnd_mgt_co_id,False,Surrogate Key,string,PK,Silver FK CTQLQ ← FMS.FUNDS.SecId,Investment Fund,ivsm_fnd,Fund Management Company Id,fnd_mgt_co_id
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Investment Fund Id,ivsm_fnd_id,False,Surrogate Key,string,PK,Silver PK quỹ ← FMS.FUNDS,Investment Fund,ivsm_fnd,Investment Fund Id,ivsm_fnd_id
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund Code,fnd_code,True,Text,string,,Mã quỹ ← FMS.FUNDS.Id,Investment Fund,ivsm_fnd,Investment Fund Code,ivsm_fnd_code
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund Name,fnd_nm,True,Text,string,,Tên quỹ ← FMS.FUNDS.FundName,Investment Fund,ivsm_fnd,Investment Fund Name,ivsm_fnd_nm
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund Short Name,fnd_shrt_nm,True,Text,string,,Tên viết tắt ← FMS.FUNDS.FundShortName,Investment Fund,ivsm_fnd,Investment Fund Short Name,ivsm_fnd_shrt_nm
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund Type Code,fnd_tp_code,True,Classification Value,string,,Loại hình quỹ ← FMS.FUNDS.FundType,Investment Fund,ivsm_fnd,Fund Type Code,fnd_tp_code
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Practice Status Code,practice_st_code,True,Classification Value,string,,Trạng thái HĐ ← FMS.FUNDS.Status,Investment Fund,ivsm_fnd,Practice Status Code,practice_st_code
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund Capital Amount,fnd_cptl_amt,True,Currency Amount,"decimal(23,2)",,Vốn điều lệ quỹ ← FMS.FUNDS.FundCapital,Investment Fund,ivsm_fnd,Fund Capital Amount,fnd_cptl_amt
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Fund NAV Amount,fnd_nav_amt,True,Currency Amount,"decimal(23,2)",,NAV quỹ từ BC kỳ gần nhất. PENDING O_FMS_1: cell code NAV,Report Import Value,rpt_impr_val,Value,val
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Report Period Code,rpt_prd_code,True,Text,string,,Kỳ BC của NAV ← FMS.RPTMEMBER.PrdId,Member Periodic Report,mbr_prd_rpt,Reporting Period Code,rpt_prd_code
Fund Management Company Fund List,fnd_mgt_co_fnd_list,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Fund Management Company Id,fnd_mgt_co_id,False,Surrogate Key,string,PK,FK CTQLQ — ETL lookup từ Discretionary Investment Investor.Fund Management Company Id,Generated,,ETL derived,
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Discretionary Investment Account Id,dscr_ivsm_ac_id,False,Surrogate Key,string,PK,Silver PK HĐ UTDM ← FMS.INVESACC,Discretionary Investment Account,dscr_ivsm_ac,Discretionary Investment Account Id,dscr_ivsm_ac_id
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Account Number,ac_nbr,True,Text,string,,Số tài khoản ← FMS.INVESACC.AccountNumber,Discretionary Investment Account,dscr_ivsm_ac,Account Number,ac_nbr
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Contract Number,ctr_nbr,True,Text,string,,Số hợp đồng ← FMS.INVESACC.ContractNumber,Discretionary Investment Account,dscr_ivsm_ac,Contract Number,ctr_nbr
