kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic
K_QLKD_10,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số dư tiền gửi giao dịch,Số dư tiền gửi giao dịch,Block 2 — Tài khoản & dư tiền gửi giao dịch toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_12,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Môi giới chứng khoán,Số CTCK có nghiệp vụ Môi giới chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_12,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Môi giới chứng khoán,Số CTCK có nghiệp vụ Môi giới chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_12,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Môi giới chứng khoán,Số CTCK có nghiệp vụ Môi giới chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Is Brokerage Business Flag,FILTER,= TRUE
K_QLKD_13,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Bảo lãnh phát hành,Số CTCK có nghiệp vụ Bảo lãnh phát hành,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_13,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Bảo lãnh phát hành,Số CTCK có nghiệp vụ Bảo lãnh phát hành,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_13,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Bảo lãnh phát hành,Số CTCK có nghiệp vụ Bảo lãnh phát hành,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Is Underwriting Business Flag,FILTER,= TRUE
K_QLKD_14,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Tư vấn đầu tư chứng khoán,Số CTCK có nghiệp vụ Tư vấn đầu tư chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_14,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Tư vấn đầu tư chứng khoán,Số CTCK có nghiệp vụ Tư vấn đầu tư chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_14,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Tư vấn đầu tư chứng khoán,Số CTCK có nghiệp vụ Tư vấn đầu tư chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Is Advisory Business Flag,FILTER,= TRUE
K_QLKD_15,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Tự doanh chứng khoán,Số CTCK có nghiệp vụ Tự doanh chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_15,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Tự doanh chứng khoán,Số CTCK có nghiệp vụ Tự doanh chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_15,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK có nghiệp vụ Tự doanh chứng khoán,Số CTCK có nghiệp vụ Tự doanh chứng khoán,Block 3 — Biểu đồ Nghiệp vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Is Prop Trading Business Flag,FILTER,= TRUE
K_QLKD_16,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_16,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_16,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'MARGIN_TRADING' (cần profile SCMS.DM_DICH_VU)
K_QLKD_16,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Số CTCK cung cấp dịch vụ Giao dịch ký quỹ,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code NOT IN ('REVOKED')
K_QLKD_17,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_17,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_17,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'ADVANCE_SALE_PROCEEDS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_17,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Số CTCK cung cấp dịch vụ Ứng trước tiền bán,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code NOT IN ('REVOKED')
K_QLKD_18,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Lưu ký,Số CTCK cung cấp dịch vụ Lưu ký,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_18,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Lưu ký,Số CTCK cung cấp dịch vụ Lưu ký,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_18,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Lưu ký,Số CTCK cung cấp dịch vụ Lưu ký,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'SECURITIES_DEPOSITORY' (cần profile SCMS.DM_DICH_VU)
K_QLKD_18,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Lưu ký,Số CTCK cung cấp dịch vụ Lưu ký,Block 4 — Biểu đồ Dịch vụ kinh doanh chứng khoán,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code NOT IN ('REVOKED')
K_QLKD_19,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_19,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_19,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'DERIVATIVE_BROKERAGE' (cần profile SCMS.DM_DICH_VU)
K_QLKD_19,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Số CTCK cung cấp dịch vụ Môi giới phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code NOT IN ('REVOKED')
K_QLKD_20,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_20,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_20,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'DERIVATIVE_ADVISORY' (cần profile SCMS.DM_DICH_VU)
K_QLKD_20,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Số CTCK cung cấp dịch vụ Tư vấn phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code NOT IN ('REVOKED')
K_QLKD_21,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_21,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_21,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'DERIVATIVE_PROP_TRADING' (cần profile SCMS.DM_DICH_VU)
K_QLKD_21,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Số CTCK cung cấp dịch vụ Tự doanh phái sinh,Block 5 — Biểu đồ Dịch vụ phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code NOT IN ('REVOKED')
K_QLKD_22,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK đang duy trì tốt Giấy phép hoạt động,Số CTCK đang duy trì tốt Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_22,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK đang duy trì tốt Giấy phép hoạt động,Số CTCK đang duy trì tốt Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_22,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK đang duy trì tốt Giấy phép hoạt động,Số CTCK đang duy trì tốt Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,License Maintenance Status Dimension Id,FILTER,Classification Dim (scheme QLKD_LICENSE_MAINTENANCE_STATUS) Classification Code = 'GOOD' (see QLKD_O2)
