kpi_id,tab,nhom,kpi_name,tinh_chat,source_module,mart_table,mart_column,column_role,logic,ghi_chu
K_NDTNN_26,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Report Date,FILTER,Report Date BETWEEN from_date AND to_date,Lọc theo date range
K_NDTNN_27,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng — Quỹ,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE Event Type Code='IN') − SUM(Capital Amount WHERE Event Type Code='OUT'),Filter thêm loại hình = Quỹ
K_NDTNN_27,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng — Quỹ,Derived,FIMS,Foreign Investor Dimension,Investor Object Type Code,FILTER,Foreign Investor Dimension.Investor Object Type Code = 'FUND',JOIN qua Investor Dimension Id
K_NDTNN_28,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng — Cá nhân,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE Event Type Code='IN') − SUM(Capital Amount WHERE Event Type Code='OUT'),Filter thêm loại hình = Cá nhân
K_NDTNN_28,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng — Cá nhân,Derived,FIMS,Foreign Investor Dimension,Investor Object Type Code,FILTER,Foreign Investor Dimension.Investor Object Type Code = 'INDIVIDUAL',JOIN qua Investor Dimension Id
K_NDTNN_29,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng — Tổ chức khác quỹ,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE Event Type Code='IN') − SUM(Capital Amount WHERE Event Type Code='OUT'),Filter thêm loại hình = Tổ chức khác quỹ
K_NDTNN_29,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Dòng vốn ròng — Tổ chức khác quỹ,Derived,FIMS,Foreign Investor Dimension,Investor Object Type Code,FILTER,Foreign Investor Dimension.Investor Object Type Code = 'OTHER_ORG',JOIN qua Investor Dimension Id
K_NDTNN_30,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 quốc gia vào ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE IN) − SUM(Capital Amount WHERE OUT) GROUP BY Geographic Area Dimension.Geographic Area Name,WHERE > 0 ORDER BY DESC LIMIT 5
K_NDTNN_30,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 quốc gia vào ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Report Date,FILTER,Report Date BETWEEN from_date AND to_date,Lọc theo date range
K_NDTNN_31,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 quốc gia rút ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE IN) − SUM(Capital Amount WHERE OUT) GROUP BY Geographic Area Dimension.Geographic Area Name,WHERE < 0 ORDER BY ASC LIMIT 5
K_NDTNN_31,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 quốc gia rút ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Report Date,FILTER,Report Date BETWEEN from_date AND to_date,Lọc theo date range
K_NDTNN_32,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 NĐT vào ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE IN) − SUM(Capital Amount WHERE OUT) GROUP BY Foreign Investor Dimension.Investor Name,WHERE > 0 ORDER BY DESC LIMIT 5
K_NDTNN_32,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 NĐT vào ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Report Date,FILTER,Report Date BETWEEN from_date AND to_date,Lọc theo date range
K_NDTNN_33,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 NĐT rút ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Capital Amount,MEASURE,SUM(Capital Amount WHERE IN) − SUM(Capital Amount WHERE OUT) GROUP BY Foreign Investor Dimension.Investor Name,WHERE < 0 ORDER BY ASC LIMIT 5
K_NDTNN_33,GIÁM SÁT DÒNG VỐN,Nhóm 5 — Dòng vốn đầu tư gián tiếp,Top 5 NĐT rút ròng,Derived,FIMS,Fact Foreign Investor Capital Flow,Report Date,FILTER,Report Date BETWEEN from_date AND to_date,Lọc theo date range
K_NDTNN_34,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Tổng giá trị danh mục,Base,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Tổng GTDM tất cả NĐT tại tháng chọn
K_NDTNN_34,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Tổng giá trị danh mục,Base,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng chọn
K_NDTNN_35,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Cá nhân,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter thêm loại hình = Cá nhân
K_NDTNN_35,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Cá nhân,Derived,FIMS,Foreign Investor Dimension,Investor Object Type Code,FILTER,Foreign Investor Dimension.Investor Object Type Code = 'INDIVIDUAL',JOIN qua Investor Dimension Id
K_NDTNN_35,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Cá nhân,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_36,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Quỹ,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter thêm loại hình = Quỹ
K_NDTNN_36,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Quỹ,Derived,FIMS,Foreign Investor Dimension,Investor Object Type Code,FILTER,Foreign Investor Dimension.Investor Object Type Code = 'FUND',JOIN qua Investor Dimension Id
K_NDTNN_36,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Quỹ,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_37,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Tổ chức khác quỹ,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter thêm loại hình = Tổ chức khác quỹ
K_NDTNN_37,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Tổ chức khác quỹ,Derived,FIMS,Foreign Investor Dimension,Investor Object Type Code,FILTER,Foreign Investor Dimension.Investor Object Type Code = 'OTHER_ORG',JOIN qua Investor Dimension Id
K_NDTNN_37,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Danh mục Tổ chức khác quỹ,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_38,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Top 5 quốc gia theo GTDM,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,"SUM(Portfolio Market Value) GROUP BY Geographic Area Dimension.Geographic Area Name, TOP 5 DESC",Tổng GTDM per quốc gia tại tháng chọn
K_NDTNN_38,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Top 5 quốc gia theo GTDM,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_39,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Top 5 NĐT theo GTDM,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,"SUM(Portfolio Market Value) GROUP BY Foreign Investor Dimension.Investor Name, TOP 5 DESC",Tổng GTDM per NĐT tại tháng chọn
K_NDTNN_39,DANH MỤC,Nhóm 6 — Tổng giá trị danh mục,Top 5 NĐT theo GTDM,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_40,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Cổ phiếu/CCQ niêm yết,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter theo loại tài sản = LISTED_EQUITY
K_NDTNN_40,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Cổ phiếu/CCQ niêm yết,Derived,FIMS,Asset Category Dimension,Asset Category Code,FILTER,Asset Category Dimension.Asset Category Code = 'LISTED_EQUITY',JOIN qua Asset Category Dimension Id. Xem O_NDTNN_9
K_NDTNN_40,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Cổ phiếu/CCQ niêm yết,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_41,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Trái phiếu,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter theo loại tài sản = BOND
K_NDTNN_41,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Trái phiếu,Derived,FIMS,Asset Category Dimension,Asset Category Code,FILTER,Asset Category Dimension.Asset Category Code = 'BOND',JOIN qua Asset Category Dimension Id
K_NDTNN_41,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Trái phiếu,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_42,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — UPCoM,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter theo loại tài sản = UPCOM
K_NDTNN_42,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — UPCoM,Derived,FIMS,Asset Category Dimension,Asset Category Code,FILTER,Asset Category Dimension.Asset Category Code = 'UPCOM',JOIN qua Asset Category Dimension Id
K_NDTNN_42,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — UPCoM,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_43,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Vốn góp/CP tư/CK khác,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter theo loại tài sản = OTHER_EQUITY
K_NDTNN_43,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Vốn góp/CP tư/CK khác,Derived,FIMS,Asset Category Dimension,Asset Category Code,FILTER,Asset Category Dimension.Asset Category Code = 'OTHER_EQUITY',JOIN qua Asset Category Dimension Id
K_NDTNN_43,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Vốn góp/CP tư/CK khác,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_44,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Tiền và tương đương,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value),Filter theo loại tài sản = CASH
K_NDTNN_44,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Tiền và tương đương,Derived,FIMS,Asset Category Dimension,Asset Category Code,FILTER,Asset Category Dimension.Asset Category Code = 'CASH',JOIN qua Asset Category Dimension Id
K_NDTNN_44,DANH MỤC,Nhóm 7 — Cơ cấu danh mục theo loại tài sản,GT tài sản — Tiền và tương đương,Derived,FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_51,DANH MỤC,Nhóm 8 — Bản đồ nhiệt phân ngành,Tỷ trọng danh mục theo ngành,Derived,IDS + FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value) WHERE Industry Category Dimension.Industry Category Name = X / SUM(Portfolio Market Value) × 100%,Phân tử = GTDM nhóm ngành X; mẫu số = tổng GTDM tất cả ngành
K_NDTNN_51,DANH MỤC,Nhóm 8 — Bản đồ nhiệt phân ngành,Tỷ trọng danh mục theo ngành,Derived,IDS + FIMS,Industry Category Dimension,Industry Category Name,GROUP_BY,GROUP BY Industry Category Dimension.Industry Category Name,Tên nhóm ngành hiển thị trên treemap
K_NDTNN_51,DANH MỤC,Nhóm 8 — Bản đồ nhiệt phân ngành,Tỷ trọng danh mục theo ngành,Derived,IDS + FIMS,Fact Foreign Investor Portfolio Snapshot,Snapshot Date,FILTER,Snapshot Date = YYYYMMDD(last_day(selected_month)),Snapshot cuối tháng
K_NDTNN_45,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Tỷ lệ sở hữu (theo mã CK),Base,IDS + FIMS,Fact Foreign Ownership Snapshot,Total Ownership Rate,MEASURE,SELECT Total Ownership Rate WHERE Public Company Dimension Id = selected AND Snapshot Date = selected_date,Tổng % NĐTNN sở hữu per mã CK tại ngày chọn
K_NDTNN_45,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Tỷ lệ sở hữu (theo mã CK),Base,IDS + FIMS,Fact Foreign Ownership Snapshot,Snapshot Date,FILTER,= selected_date,Lọc theo ngày slicer
K_NDTNN_46,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Room tối đa,Base,IDS,Fact Foreign Ownership Snapshot,Max Ownership Rate,MEASURE,SELECT Max Ownership Rate WHERE Public Company Dimension Id = selected AND Snapshot Date = selected_date,Room tối đa từ IDS.foreign_owner_limit.max_owner_rate
K_NDTNN_46,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Room tối đa,Base,IDS,Fact Foreign Ownership Snapshot,Snapshot Date,FILTER,= selected_date,Lọc theo ngày slicer
K_NDTNN_47,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Room còn lại (%),Derived,IDS + FIMS,,,DERIVED,K_NDTNN_46 − K_NDTNN_45,Tính query time từ 2 cột đã có trong Fact Foreign Ownership Snapshot
K_NDTNN_48,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Danh sách kín room,Derived,IDS + FIMS,Fact Foreign Ownership Snapshot,Remaining Room Rate,MEASURE,SELECT Public Company Dimension.Public Company Name WHERE Remaining Room Rate <= 0 AND Snapshot Date = selected_date ORDER BY Stock Code,Hiển thị danh sách mã CK kín room
K_NDTNN_48,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Danh sách kín room,Derived,IDS + FIMS,Public Company Dimension,Public Company Name,JOIN_KEY,JOIN ON Public Company Dimension Id,Hiển thị tên công ty
K_NDTNN_49,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Danh sách cảnh báo (Room < 5%),Derived,IDS + FIMS,Fact Foreign Ownership Snapshot,Remaining Room Rate,MEASURE,SELECT Public Company Dimension.Public Company Name + Remaining Room Rate WHERE Remaining Room Rate > 0 AND Remaining Room Rate < 5 AND Snapshot Date = selected_date ORDER BY Remaining Room Rate ASC,Danh sách cảnh báo room gần cạn
K_NDTNN_49,DANH MỤC,Nhóm 9 — ROOM sở hữu NĐTNN,Danh sách cảnh báo (Room < 5%),Derived,IDS + FIMS,Public Company Dimension,Public Company Name,JOIN_KEY,JOIN ON Public Company Dimension Id,Hiển thị tên công ty
K_NDTNN_A1,NĐTNN 360,Sub-tab B — Biến động tài sản,Giá trị danh mục hiện tại,Base,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value) WHERE Investor Dimension Id = selected_investor AND Snapshot Date = YYYYMMDD(last_day(latest_month)),GTDM mới nhất của NĐT chọn
K_NDTNN_A1,NĐTNN 360,Sub-tab B — Biến động tài sản,Giá trị danh mục hiện tại,Base,FIMS,Foreign Investor Dimension,Investor Dimension Id,FILTER,= selected_investor,Lọc theo NĐT đang xem hồ sơ
K_NDTNN_A2,NĐTNN 360,Sub-tab B — Biến động tài sản,Lịch sử giá trị danh mục 12 tháng,Base,FIMS,Fact Foreign Investor Portfolio Snapshot,Portfolio Market Value,MEASURE,SUM(Portfolio Market Value) GROUP BY Calendar Date Dimension.Month WHERE Investor Dimension Id = selected_investor AND Snapshot Date IN (last 12 tháng),Line chart 12 tháng gần nhất
K_NDTNN_A2,NĐTNN 360,Sub-tab B — Biến động tài sản,Lịch sử giá trị danh mục 12 tháng,Base,FIMS,Foreign Investor Dimension,Investor Dimension Id,FILTER,= selected_investor,Lọc theo NĐT đang xem hồ sơ
K_NDTNN_L1,NĐTNN 360,Danh sách tìm kiếm NĐT,Tên NĐT,Attribute,FIMS,Foreign Investor 360 Profile,Investor Name,SLICER,SELECT Investor Name — dùng làm filter tìm kiếm / hiển thị,FIMS.INVESTOR.name
K_NDTNN_L2,NĐTNN 360,Danh sách tìm kiếm NĐT,Mã MSGD,Attribute,FIMS,Foreign Investor 360 Profile,Investor Code,SLICER,SELECT Investor Code — dùng làm filter tìm kiếm / hiển thị,FIMS.INVESTOR.TransactionCode
K_NDTNN_L3,NĐTNN 360,Danh sách tìm kiếm NĐT,Quốc gia,Attribute,FIMS,Foreign Investor 360 Profile,Nationality Code,SLICER,SELECT Nationality Code — dùng làm filter quốc tịch,FIMS.INVESTOR.NaId lookup
K_NDTNN_L4,NĐTNN 360,Danh sách tìm kiếm NĐT,Loại hình,Attribute,FIMS,Foreign Investor 360 Profile,Investor Type Code,SLICER,SELECT Investor Type Code — dùng làm filter loại hình,FIMS.INVESTOR.InvestorTypeId
K_NDTNN_P1,NĐTNN 360,Sub-tab A — Hồ sơ định danh,Quốc tịch,Attribute,FIMS,Foreign Investor 360 Profile,Nationality Code,MEASURE,SELECT Nationality Code WHERE Investor Code = selected_fii_code,FIMS.INVESTOR.NaId lookup
K_NDTNN_P2,NĐTNN 360,Sub-tab A — Hồ sơ định danh,Mã số giao dịch (MSGD),Attribute,FIMS,Foreign Investor 360 Profile,Investor Code,MEASURE,SELECT Investor Code WHERE Investor Code = selected_fii_code,FIMS.INVESTOR.TransactionCode
K_NDTNN_P3,NĐTNN 360,Sub-tab A — Hồ sơ định danh,Ngân hàng lưu ký,Attribute,FIMS,Foreign Investor 360 Profile,Custodian Bank Name,MEASURE,SELECT Custodian Bank Name WHERE Investor Code = selected_fii_code,Denorm từ FIMS.BANKMONI.Name
K_NDTNN_P4,NĐTNN 360,Sub-tab A — Hồ sơ định danh,Loại hình NĐT,Attribute,FIMS,Foreign Investor 360 Profile,Investor Type Code,MEASURE,SELECT Investor Type Code WHERE Investor Code = selected_fii_code,FIMS.INVESTOR.InvestorTypeId
K_NDTNN_P5,NĐTNN 360,Sub-tab A — Hồ sơ định danh,Đại diện giao dịch,Attribute,FIMS,Foreign Investor 360 Profile,Director Name,MEASURE,SELECT Director Name WHERE Investor Code = selected_fii_code,FIMS.INVESTOR.Director
K_NDTNN_C1,NĐTNN 360,Sub-tab C — Lịch sử tuân thủ,Ngày quyết định,Attribute,ThanhTra,Investor Compliance History,Decision Date,MEASURE,SELECT Decision Date WHERE Investor Code = selected_fii_code ORDER BY Decision Date DESC,GS_VAN_BAN_XU_LY.NGAY_BIEN_BAN
K_NDTNN_C2,NĐTNN 360,Sub-tab C — Lịch sử tuân thủ,Phân loại,Attribute,ThanhTra,Investor Compliance History,Decision Status Code,MEASURE,SELECT Decision Status Code WHERE Investor Code = selected_fii_code,scheme TT_CASE_STATUS. Xem O_NDTNN_8
K_NDTNN_C3,NĐTNN 360,Sub-tab C — Lịch sử tuân thủ,Nội dung / Trích yếu,Attribute,ThanhTra,Investor Compliance History,Penalty Content,MEASURE,SELECT Penalty Content WHERE Investor Code = selected_fii_code,GS_VAN_BAN_XU_LY.NOI_DUNG_XU_PHAT
K_NDTNN_C4,NĐTNN 360,Sub-tab C — Lịch sử tuân thủ,Mức độ,Attribute,ThanhTra,Investor Compliance History,Case Status Code,MEASURE,SELECT Case Status Code WHERE Investor Code = selected_fii_code,scheme TT_CASE_STATUS. Xem O_NDTNN_8
